Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Leeds,38,11,13,14,28,38,-10,46,0.368421,0.368421,0.263158,0.210526,0.315789,0.473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,13,3,4,3,0.333333,0.5,0,0.166667,0.166667,0.5,16,4,4,0,0.5,0.5,0,0.5,0.5,0,10,3,1,2,0.666667,0,0.333333,0.333333,0.333333,0.333333
12,Derby,38,11,13,14,45,58,-13,46,0.421053,0.315789,0.263158,0.157895,0.368421,0.473684,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,1,0,0,1,0,1,5,0,0,1,0,0.333333,0.666667,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667,14,3,5,2,0.333333,0.333333,0.166667,0.166667,0.5,0.166667,8,2,2,4,0.5,0.25,0.25,0,0.25,0.75,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
13,Blackburn,38,9,15,14,42,43,-1,42,0.421053,0.210526,0.368421,0.0526316,0.578947,0.368421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,8,2,2,2,0.666667,0,0.333333,0,0.666667,0.333333,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,6,1,3,6,0.166667,0,0.666667,0,0.5,0.333333,11,3,2,3,0.5,0.5,0,0.25,0,0.75,10,2,4,0,0.666667,0.333333,0,0,1,0
14,Middlesbrough,38,10,12,16,51,60,-9,42,0.421053,0.263158,0.315789,0.105263,0.368421,0.526316,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,1,0,1,5,0,0.333333,0.666667,0,0,1,9,3,0,3,1,0,0,0,0,1,14,3,5,4,0.333333,0.333333,0.333333,0.166667,0.5,0.333333,10,3,1,2,0.5,0,0.25,0.25,0.25,0.25,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333
15,West Ham,38,10,12,16,39,48,-9,42,0.368421,0.315789,0.315789,0.157895,0.315789,0.526316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,3,0,3,3,0,0.333333,0.666667,0,0.666667,0.333333,8,2,2,2,0.666667,0,0.333333,0,0.666667,0.333333,14,4,2,6,0.5,0.166667,0.333333,0.166667,0.166667,0.666667,5,1,2,3,0.25,0.5,0,0,0,0.75,11,3,2,1,0.333333,0.333333,0.333333,0.666667,0.333333,0
16,Everton,38,10,12,16,44,57,-13,42,0.368421,0.210526,0.421053,0.157895,0.421053,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,16,4,4,4,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,8,2,2,2,0.5,0,0.25,0,0.5,0.25,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
17,Southampton,38,10,11,17,50,56,-6,41,0.315789,0.368421,0.315789,0.210526,0.210526,0.578947,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,4,1,1,4,0,0.333333,0.666667,0.333333,0,0.666667,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,10,2,4,6,0.333333,0.333333,0.333333,0,0.333333,0.666667,10,3,1,2,0.5,0.25,0,0.25,0,0.5,12,3,3,0,0.333333,0.666667,0,0.666667,0.333333,0
18,Coventry,38,9,14,15,38,54,-16,41,0.210526,0.421053,0.368421,0.263158,0.315789,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,16,4,4,4,0.166667,0.5,0.333333,0.5,0.166667,0.333333,8,1,5,2,0.25,0.5,0.25,0,0.75,0.25,4,1,1,2,0,0.333333,0.333333,0.333333,0,0.333333
19,Sunderland,38,10,10,18,35,53,-18,40,0.368421,0.315789,0.315789,0.157895,0.210526,0.631579,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,5,1,2,3,0.333333,0,0.666667,0,0.666667,0.333333,7,2,1,3,0.666667,0.333333,0,0,0,1,6,1,3,8,0.166667,0.333333,0.5,0,0.166667,0.833333,11,3,2,3,0.25,0.5,0.25,0.5,0,0.5,8,2,2,0,0.333333,0.333333,0,0.333333,0.333333,0
20,Nott'm Forest,38,6,16,16,31,59,-28,34,0.157895,0.473684,0.368421,0.157895,0.368421,0.473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0.333333,0.666667,0,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,14,2,8,2,0.166667,0.833333,0,0.166667,0.5,0.333333,6,1,3,4,0,0.25,0.75,0.25,0.5,0.25,4,1,1,2,0,0,0.666667,0.333333,0.333333,0
