Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
1,Man United,38,21,12,5,76,44,32,75,0.631579,0.263158,0.105263,0.473684,0.368421,0.157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,0.666667,0.333333,0,0.666667,0,0.333333,7,1,4,1,0.333333,0.333333,0.333333,0,1,0,27,8,3,1,0.666667,0.166667,0.166667,0.666667,0.333333,0,13,3,4,1,0.5,0.5,0,0.25,0.5,0.25,15,5,0,1,1,0,0,0.666667,0,0.333333
2,Newcastle,38,19,11,8,73,40,33,68,0.684211,0.157895,0.157895,0.315789,0.421053,0.263158,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,1,0,4,1,1,2,0,0.333333,0.333333,0.333333,0,0.333333,9,2,3,1,0.666667,0,0.333333,0,1,0,28,9,1,2,1,0,0,0.5,0.166667,0.333333,12,3,3,2,0.5,0.25,0.25,0.25,0.5,0.25,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
3,Arsenal,38,19,11,8,62,32,30,68,0.526316,0.263158,0.210526,0.473684,0.315789,0.210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,1,0,3,0,0,0.666667,0.333333,0,0.333333,10,2,4,0,0.333333,0.666667,0,0.333333,0.666667,0,23,6,5,1,0.5,0.333333,0.166667,0.5,0.5,0,24,8,0,0,1,0,0,1,0,0,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667
4,Liverpool,38,19,11,8,62,37,25,68,0.526316,0.315789,0.157895,0.473684,0.263158,0.263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,10,3,1,0,0.666667,0,0,0.333333,0.333333,0,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,24,7,3,2,0.5,0.5,0,0.666667,0,0.333333,16,4,4,0,0.5,0.5,0,0.5,0.5,0,11,3,2,1,0.333333,0.333333,0.333333,0.666667,0.333333,0
5,Aston Villa,38,17,10,11,47,34,13,61,0.578947,0.263158,0.157895,0.315789,0.263158,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667,1,0,1,3,0,0,0.666667,0,0.333333,0.333333,20,6,2,4,0.666667,0.166667,0.166667,0.333333,0.166667,0.5,19,6,1,1,0.75,0.25,0,0.75,0,0.25,13,4,1,1,1,0,0,0.333333,0.333333,0.333333
6,Chelsea,38,16,11,11,58,55,3,59,0.473684,0.421053,0.105263,0.368421,0.157895,0.473684,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,1,0,0,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,8,2,2,0,0,0.666667,0,0.666667,0,0,21,6,3,3,0.5,0.333333,0.166667,0.5,0.166667,0.333333,14,4,2,2,0.75,0.25,0,0.25,0.25,0.5,7,2,1,3,0.666667,0.333333,0,0,0,1
7,Sheffield Weds,38,14,15,9,50,51,-1,57,0.421053,0.526316,0.0526316,0.315789,0.263158,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,9,2,3,1,0,1,0,0.666667,0,0.333333,7,2,1,1,0.333333,0,0.333333,0.333333,0.333333,0,17,4,5,3,0.5,0.5,0,0.166667,0.333333,0.5,11,3,2,3,0.5,0.5,0,0.25,0,0.75,12,3,3,0,0.666667,0.333333,0,0.333333,0.666667,0
8,Wimbledon,38,15,11,12,49,46,3,56,0.473684,0.315789,0.210526,0.315789,0.263158,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,9,2,3,1,0.333333,0.666667,0,0.333333,0.333333,0.333333,6,2,0,4,0.333333,0,0.666667,0.333333,0,0.666667,13,4,1,5,0.5,0.166667,0.166667,0.166667,0,0.666667,16,4,4,0,0.5,0.5,0,0.5,0.5,0,12,3,3,0,0.666667,0.333333,0,0.333333,0.666667,0
9,Leicester,38,12,11,15,46,54,-8,47,0.368421,0.263158,0.368421,0.263158,0.315789,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,9,3,0,3,0.666667,0,0.333333,0.333333,0,0.666667,20,6,2,2,0.5,0.333333,0,0.5,0,0.333333,8,2,2,4,0.25,0,0.75,0.25,0.5,0.25,5,0,5,1,0,0.666667,0.333333,0,1,0
10,Tottenham,38,13,7,18,44,51,-7,46,0.421053,0.210526,0.368421,0.263158,0.157895,0.578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,15,4,3,3,0.5,0.166667,0.166667,0.166667,0.333333,0.333333,16,5,1,2,0.75,0.25,0,0.5,0,0.5,9,3,0,3,0.333333,0,0.666667,0.666667,0,0.333333
