Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Everton,38,11,14,13,59,55,4,47,0.315789,0.263158,0.421053,0.263158,0.473684,0.263158,218,124,94,492,279,213,175,94,81,0.355691,0.336918,0.380282,0,0,0,2,0,0,1,0,0,1,3,0,3,3,0,0.333333,0.666667,0,0.666667,0.333333,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,11,2,5,3,0.166667,0.333333,0.333333,0.166667,0.5,0.166667,12,3,3,2,0.5,0.25,0.25,0.25,0.5,0.25,16,5,1,0,1,0,0,0.666667,0.333333,0
12,Swansea,38,12,11,15,42,52,-10,47,0.421053,0.315789,0.263158,0.210526,0.263158,0.526316,163,77,86,442,228,214,136,62,74,0.307692,0.27193,0.345794,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0,0.666667,0.333333,0.333333,0,0.666667,7,2,1,3,0.333333,0.333333,0.333333,0.333333,0,0.666667,15,4,3,3,0.5,0.166667,0.166667,0.166667,0.333333,0.333333,8,1,5,2,0.25,0.5,0.25,0,0.75,0.25,12,4,0,2,1,0,0,0.333333,0,0.666667
13,Watford,38,12,9,17,40,50,-10,45,0.315789,0.315789,0.368421,0.315789,0.157895,0.526316,166,95,71,445,250,195,136,74,62,0.305618,0.296,0.317949,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,13,3,4,3,0.333333,0.333333,0.166667,0.166667,0.333333,0.333333,13,3,4,1,0,0.75,0.25,0.75,0.25,0,15,5,0,1,1,0,0,0.666667,0,0.333333
14,West Brom,38,10,13,15,34,48,-14,43,0.315789,0.263158,0.421053,0.210526,0.421053,0.368421,188,107,81,384,217,167,106,61,45,0.276042,0.281106,0.269461,1,0,1,1,0,0,1,0,1,0,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,14,3,5,4,0.166667,0.333333,0.5,0.333333,0.5,0.166667,8,2,2,2,0.5,0,0.25,0,0.5,0.25,10,3,1,2,0.333333,0.333333,0.333333,0.666667,0,0.333333
15,Crystal Palace,38,11,9,18,39,51,-12,42,0.315789,0.157895,0.526316,0.263158,0.315789,0.421053,219,126,93,466,255,211,152,89,63,0.32618,0.34902,0.298578,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,19,5,4,3,0.166667,0.333333,0.5,0.666667,0.333333,0,5,1,2,3,0.25,0,0.5,0,0.5,0.25,12,4,0,2,1,0,0,0.333333,0,0.666667
16,Bournemouth,38,11,9,18,45,67,-22,42,0.263158,0.263158,0.473684,0.315789,0.210526,0.473684,221,129,92,463,243,220,144,83,61,0.311015,0.341564,0.277273,2,0,2,0,0,1,0,0,1,0,0,0,0,6,0,0,1,0,0,1,9,3,0,3,0.666667,0,0.333333,0.333333,0,0.666667,10,2,4,6,0.166667,0.333333,0.5,0.166667,0.333333,0.5,12,3,3,0,0.25,0.5,0,0.5,0.25,0,9,3,0,3,0.333333,0,0.666667,0.666667,0,0.333333
17,Sunderland,38,9,12,17,48,62,-14,39,0.315789,0.315789,0.368421,0.157895,0.315789,0.526316,160,99,61,439,248,191,143,72,71,0.32574,0.290323,0.371728,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,16,4,4,4,0.5,0.166667,0.333333,0.166667,0.5,0.333333,6,1,3,2,0,0.75,0,0.25,0,0.5,11,3,2,1,0.666667,0,0.333333,0.333333,0.666667,0
18,Newcastle,38,9,10,19,44,65,-21,37,0.368421,0.368421,0.263158,0.105263,0.157895,0.736842,158,77,81,398,228,170,152,91,61,0.38191,0.399123,0.358824,0,0,0,2,0,0,1,0,0,1,7,2,1,3,0.333333,0.333333,0.333333,0.333333,0,0.666667,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667,9,2,3,7,0.333333,0.333333,0.333333,0,0.166667,0.833333,10,3,1,4,0.5,0.25,0.25,0.25,0,0.75,5,1,2,1,0.333333,0.333333,0,0,0.333333,0.333333
19,Norwich,38,9,7,22,39,67,-28,34,0.315789,0.263158,0.421053,0.157895,0.105263,0.736842,188,108,80,416,232,184,126,68,58,0.302885,0.293103,0.315217,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.666667,0.333333,0,0,1,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,9,2,3,7,0.333333,0.333333,0.333333,0,0.166667,0.833333,9,3,0,5,0.25,0,0.75,0.5,0,0.5,6,2,0,2,0.666667,0,0,0,0,0.666667
20,Aston Villa,38,3,8,27,27,76,-49,17,0.105263,0.263158,0.631579,0.0526316,0.157895,0.789474,167,94,73,368,206,162,111,62,49,0.30163,0.300971,0.302469,1,0,1,1,0,1,0,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,0,0,0,12,0,0,1,0,0,1,8,2,2,4,0.25,0.25,0.5,0.25,0.25,0.5,5,1,2,1,0.333333,0.333333,0,0,0.333333,0.333333
