Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Charlton,38,12,10,16,42,58,-16,46,0.421053,0.210526,0.368421,0.210526,0.315789,0.473684,170,90,80,315,177,138,173,109,64,0.549206,0.615819,0.463768,0,0,0,2,0,0,1,0,0,1,6,2,0,4,0.333333,0,0.666667,0.333333,0,0.666667,1,0,1,5,0,0,1,0,0.333333,0.666667,19,5,4,1,0.666667,0.166667,0,0.166667,0.5,0.166667,11,3,2,3,0.5,0.25,0.25,0.25,0.25,0.5,9,2,3,1,0.333333,0.666667,0,0.333333,0.333333,0.333333
12,Birmingham,38,11,12,15,40,46,-6,45,0.421053,0.315789,0.263158,0.157895,0.315789,0.526316,191,110,81,359,202,157,179,107,72,0.498607,0.529703,0.458599,1,0,1,1,0,0,1,0,1,0,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,10,3,1,2,0.666667,0,0.333333,0.333333,0.333333,0.333333,14,4,2,4,0.333333,0.333333,0.166667,0.333333,0,0.5,10,2,4,2,0.5,0.5,0,0,0.5,0.5,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667
13,Fulham,38,12,8,18,52,60,-8,44,0.421053,0.210526,0.368421,0.210526,0.210526,0.578947,182,90,92,350,190,160,183,98,85,0.522857,0.515789,0.53125,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,10,2,4,4,0.166667,0.5,0.166667,0.166667,0.166667,0.5,13,4,1,3,0.5,0,0.5,0.5,0.25,0.25,13,4,1,1,1,0,0,0.333333,0.333333,0.333333
14,Newcastle,38,10,14,14,47,57,-10,44,0.368421,0.368421,0.263158,0.157895,0.368421,0.473684,236,151,85,485,305,180,255,163,92,0.525773,0.534426,0.511111,1,0,1,1,0,1,0,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667,13,3,4,5,0.333333,0.166667,0.5,0.166667,0.5,0.333333,10,2,4,0,0.5,0.25,0,0,0.75,0,11,3,2,1,0.333333,0.666667,0,0.666667,0,0.333333
15,Blackburn,38,9,15,14,32,43,-11,42,0.263158,0.421053,0.315789,0.210526,0.368421,0.421053,213,123,90,435,247,188,210,125,85,0.482759,0.506073,0.452128,0,0,0,2,0,0,1,0,0,1,6,1,3,2,0,0.666667,0.333333,0.333333,0.333333,0.333333,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,11,2,5,5,0.166667,0.5,0.333333,0.166667,0.333333,0.5,9,2,3,1,0.25,0.5,0,0.25,0.25,0.25,11,3,2,1,1,0,0,0,0.666667,0.333333
16,Portsmouth,38,10,9,19,43,59,-16,39,0.421053,0.210526,0.368421,0.105263,0.263158,0.631579,175,104,71,380,231,149,191,119,72,0.502632,0.515152,0.483221,0,0,0,2,0,0,1,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,9,2,3,1,0.333333,0.333333,0.333333,0.333333,0.666667,0,11,3,2,7,0.5,0.166667,0.333333,0,0.166667,0.833333,5,1,2,3,0.25,0.25,0.25,0,0.25,0.5,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
17,West Brom,38,6,16,16,36,61,-25,34,0.263158,0.421053,0.315789,0.0526316,0.421053,0.526316,189,115,74,341,175,166,183,87,96,0.536657,0.497143,0.578313,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0.333333,0,0.666667,0,0.666667,0.333333,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,15,3,6,3,0.333333,0.5,0.166667,0.166667,0.5,0.333333,6,1,3,2,0.25,0.5,0,0,0.25,0.5,4,0,4,2,0,1,0,0,0.333333,0.666667
18,Crystal Palace,38,7,12,19,41,62,-21,33,0.315789,0.263158,0.421053,0.0526316,0.368421,0.578947,189,94,95,342,201,141,182,106,76,0.532164,0.527363,0.539007,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.666667,0.333333,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,18,5,3,4,0.666667,0,0.333333,0.166667,0.5,0.333333,6,1,3,4,0.25,0.25,0.5,0,0.5,0.5,4,0,4,0,0,0.666667,0,0,0.666667,0
19,Norwich,38,7,12,19,42,77,-35,33,0.368421,0.263158,0.368421,0,0.368421,0.631579,187,100,87,365,218,147,183,118,65,0.50137,0.541284,0.442177,0,0,0,2,0,0,1,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,10,2,4,6,0.333333,0.166667,0.5,0,0.5,0.5,11,2,5,1,0.5,0.5,0,0,0.75,0.25,5,1,2,1,0.333333,0.333333,0,0,0.333333,0.333333
20,Southampton,38,6,14,18,45,66,-21,32,0.263158,0.473684,0.263158,0.0526316,0.263158,0.684211,176,94,82,384,226,158,189,110,79,0.492188,0.486726,0.5,0,0,0,2,0,0,1,0,0,1,3,0,3,3,0,0.666667,0.333333,0,0.333333,0.666667,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,8,1,5,6,0.166667,0.666667,0.166667,0,0.166667,0.833333,8,2,2,4,0.5,0.25,0.25,0,0.25,0.75,5,1,2,1,0.333333,0.333333,0,0,0.333333,0.333333
