Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Tottenham,38,11,13,14,66,61,5,46,0.421053,0.263158,0.315789,0.157895,0.421053,0.421053,239,141,98,493,289,204,288,174,114,0.584178,0.602076,0.558824,1,0,1,1,0,1,0,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,3,0,3,3,0,0.333333,0.666667,0,0.666667,0.333333,15,4,3,3,0.5,0.166667,0.166667,0.166667,0.333333,0.333333,13,3,4,1,0.75,0.25,0,0,0.75,0.25,12,4,0,2,0.666667,0,0.333333,0.666667,0,0.333333
12,Newcastle,38,11,10,17,45,65,-20,43,0.421053,0.263158,0.315789,0.157895,0.263158,0.578947,213,125,88,415,256,159,221,134,87,0.53253,0.523438,0.54717,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,13,3,4,3,0.333333,0.166667,0.333333,0.166667,0.5,0.166667,17,5,2,1,0.75,0.25,0,0.5,0.25,0.25,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667
13,Middlesbrough,38,10,12,16,43,53,-10,42,0.368421,0.263158,0.368421,0.157895,0.368421,0.473684,221,131,90,412,204,208,231,112,119,0.56068,0.54902,0.572115,1,0,1,1,0,1,0,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,2,0,2,4,0,0,1,0,0.666667,0.333333,13,3,4,3,0.333333,0.333333,0.166667,0.166667,0.333333,0.333333,11,3,2,3,0.5,0.25,0.25,0.25,0.25,0.5,10,3,1,2,0.666667,0,0.333333,0.333333,0.333333,0.333333
14,Wigan,38,10,10,18,34,51,-17,40,0.421053,0.263158,0.315789,0.105263,0.263158,0.631579,185,104,81,398,205,193,192,99,93,0.482412,0.482927,0.481865,0,0,0,2,0,0,1,0,0,1,3,0,3,3,0,0.333333,0.666667,0,0.666667,0.333333,6,2,0,4,0.333333,0,0.666667,0.333333,0,0.666667,13,3,4,5,0.5,0.333333,0.166667,0,0.333333,0.666667,8,2,2,2,0.5,0.25,0,0,0.25,0.5,10,3,1,2,0.666667,0.333333,0,0.333333,0,0.666667
15,Sunderland,38,11,6,21,36,59,-23,39,0.473684,0.157895,0.368421,0.105263,0.157895,0.736842,189,116,73,401,222,179,209,118,91,0.521197,0.531532,0.50838,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,4,1,1,4,0,0.333333,0.666667,0.333333,0,0.666667,14,4,2,6,0.666667,0.166667,0.166667,0,0.166667,0.833333,10,3,1,2,0.5,0.25,0,0.25,0,0.5,11,3,2,1,1,0,0,0,0.666667,0.333333
16,Bolton,38,9,10,19,36,54,-18,37,0.368421,0.263158,0.368421,0.105263,0.263158,0.631579,209,123,86,390,220,170,219,122,97,0.561538,0.554545,0.570588,3,1,0,1,1,0,0,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,1,0,1,5,0,0.333333,0.666667,0,0,1,12,2,6,4,0.166667,0.5,0.333333,0.166667,0.5,0.333333,7,2,1,3,0.5,0.25,0,0,0,0.75,13,4,1,1,1,0,0,0.333333,0.333333,0.333333
17,Fulham,38,8,12,18,38,60,-22,36,0.263158,0.263158,0.473684,0.157895,0.368421,0.473684,188,104,84,384,201,183,206,113,93,0.536458,0.562189,0.508197,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667,8,2,2,8,0,0.333333,0.666667,0.333333,0,0.666667,7,1,4,1,0.25,0.25,0.25,0,0.75,0,12,3,3,0,0.666667,0.333333,0,0.333333,0.666667,0
18,Reading,38,10,6,22,41,66,-25,36,0.421053,0.105263,0.473684,0.105263,0.210526,0.684211,242,132,110,369,203,166,191,106,85,0.517615,0.522167,0.512048,1,0,1,1,0,0,1,0,1,0,3,1,0,5,0.333333,0,0.666667,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,11,3,2,7,0.333333,0.166667,0.5,0.166667,0.166667,0.666667,7,2,1,5,0.5,0,0.5,0,0.25,0.75,10,3,1,0,0.666667,0,0,0.333333,0.333333,0
19,Birmingham,38,8,11,19,46,62,-16,35,0.315789,0.421053,0.263158,0.105263,0.157895,0.736842,195,109,86,349,213,136,189,116,73,0.541547,0.544601,0.536765,0,0,0,2,0,0,1,0,0,1,4,0,4,2,0,0.666667,0.333333,0,0.666667,0.333333,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,14,4,2,6,0.5,0.166667,0.333333,0.166667,0.166667,0.666667,8,2,2,4,0.5,0.5,0,0,0,1,5,1,2,1,0,0.666667,0,0.333333,0,0.333333
20,Derby,38,1,8,29,20,89,-69,11,0.0526316,0.263158,0.684211,0,0.157895,0.842105,156,82,74,335,193,142,182,105,77,0.543284,0.544041,0.542254,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,6,1,3,8,0.166667,0.333333,0.5,0,0.166667,0.833333,4,0,4,4,0,0.75,0.25,0,0.25,0.75,1,0,1,3,0,0,0.666667,0,0.333333,0.333333
