Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
1,Chelsea,38,29,4,5,72,22,50,91,0.947368,0.0526316,0,0.578947,0.157895,0.263158,224,109,115,514,261,253,277,143,134,0.538911,0.547893,0.529644,0,0,0,0,0,0,0,0,0,0,15,5,0,1,1,0,0,0.666667,0,0.333333,12,4,0,2,1,0,0,0.333333,0,0.666667,29,9,2,1,0.833333,0.166667,0,0.666667,0.166667,0.166667,19,6,1,1,1,0,0,0.5,0.25,0.25,16,5,1,0,1,0,0,0.666667,0.333333,0
2,Man United,38,25,8,5,72,34,38,83,0.684211,0.263158,0.0526316,0.631579,0.157895,0.210526,221,133,88,555,324,231,286,171,115,0.515315,0.527778,0.497835,3,1,0,1,1,0,0,0,0,1,8,2,2,0,0.666667,0,0,0,0.666667,0,10,3,1,2,0.333333,0.333333,0.333333,0.666667,0,0.333333,34,11,1,0,0.833333,0.166667,0,1,0,0,14,4,2,2,0.5,0.5,0,0.5,0,0.5,14,4,2,0,0.666667,0.333333,0,0.666667,0.333333,0
3,Liverpool,38,25,7,6,57,25,32,82,0.789474,0.157895,0.0526316,0.526316,0.210526,0.263158,234,158,76,563,344,219,283,177,106,0.502664,0.514535,0.484018,0,0,0,2,0,0,1,0,0,1,4,1,1,2,0.333333,0.333333,0,0,0,0.666667,16,5,1,0,1,0,0,0.666667,0.333333,0,26,8,2,2,0.833333,0.166667,0,0.5,0.166667,0.333333,22,7,1,0,1,0,0,0.75,0.25,0,14,4,2,0,0.666667,0.333333,0,0.666667,0.333333,0
4,Arsenal,38,20,7,11,68,31,37,67,0.736842,0.157895,0.105263,0.315789,0.210526,0.473684,211,120,91,462,253,209,274,167,107,0.593074,0.660079,0.511962,0,0,0,2,0,0,1,0,0,1,4,1,1,2,0.333333,0.333333,0,0,0,0.666667,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667,23,7,2,3,0.666667,0.166667,0.166667,0.5,0.166667,0.333333,17,5,2,1,1,0,0,0.25,0.5,0.25,15,5,0,1,1,0,0,0.666667,0,0.333333
5,Tottenham,38,18,11,9,53,38,15,65,0.631579,0.263158,0.105263,0.315789,0.315789,0.368421,210,122,88,411,246,165,234,136,98,0.569343,0.552846,0.593939,0,0,0,2,0,0,1,0,0,1,4,0,4,2,0,0.666667,0.333333,0,0.666667,0.333333,7,2,1,1,0.666667,0,0,0,0.333333,0.333333,23,7,2,3,0.666667,0.333333,0,0.5,0,0.5,18,5,3,0,0.75,0.25,0,0.5,0.5,0,13,4,1,1,1,0,0,0.333333,0.333333,0.333333
6,Blackburn,38,19,6,13,51,42,9,63,0.684211,0.157895,0.157895,0.315789,0.157895,0.526316,230,116,114,384,214,170,183,98,85,0.476562,0.457944,0.5,3,1,0,1,1,0,0,0,0,1,9,3,0,3,0.666667,0,0.333333,0.333333,0,0.666667,4,1,1,2,0,0.333333,0.333333,0.333333,0,0.333333,18,5,3,4,0.5,0.333333,0.166667,0.333333,0.166667,0.5,17,5,2,1,1,0,0,0.25,0.5,0.25,12,4,0,2,1,0,0,0.333333,0,0.666667
7,Newcastle,38,17,7,14,47,42,5,58,0.578947,0.263158,0.157895,0.315789,0.105263,0.578947,190,106,84,370,223,147,208,127,81,0.562162,0.569507,0.55102,3,1,0,1,1,0,0,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,6,2,0,2,0.333333,0,0.333333,0.333333,0,0.333333,15,4,3,5,0.5,0.5,0,0.166667,0,0.833333,15,4,3,1,0.5,0.5,0,0.5,0.25,0.25,16,5,1,0,1,0,0,0.666667,0.333333,0
8,Bolton,38,15,11,12,49,41,8,56,0.578947,0.263158,0.157895,0.210526,0.315789,0.473684,198,114,84,402,247,155,198,132,66,0.492537,0.534413,0.425806,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667,19,6,1,3,0.5,0.166667,0.166667,0.5,0,0.333333,13,3,4,1,0.5,0.5,0,0.25,0.5,0.25,11,3,2,1,1,0,0,0,0.666667,0.333333
9,West Ham,38,16,7,15,52,55,-3,55,0.473684,0.157895,0.368421,0.368421,0.210526,0.421053,206,101,105,354,202,152,173,104,69,0.488701,0.514851,0.453947,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0,0.333333,0.666667,0.333333,0,0.666667,8,2,2,2,0.666667,0,0.333333,0,0.666667,0.333333,14,4,2,4,0.166667,0.333333,0.333333,0.5,0,0.333333,13,4,1,3,0.75,0,0.25,0.25,0.25,0.5,16,5,1,0,1,0,0,0.666667,0.333333,0
10,Wigan,38,15,6,17,45,52,-7,51,0.368421,0.157895,0.473684,0.421053,0.157895,0.421053,169,95,74,433,253,180,207,122,85,0.47806,0.482213,0.472222,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,5,1,2,3,0.333333,0,0.666667,0,0.666667,0.333333,17,5,2,3,0.5,0.166667,0.166667,0.333333,0.166667,0.333333,19,6,1,1,0.5,0.25,0.25,1,0,0,10,3,1,2,0.333333,0.333333,0.333333,0.666667,0,0.333333
11,Everton,38,14,8,16,34,49,-15,50,0.421053,0.210526,0.368421,0.315789,0.210526,0.473684,236,146,90,378,227,151,206,127,79,0.544974,0.559471,0.523179,1,0,1,1,0,1,0,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,9,3,0,3,0.666667,0,0.333333,0.333333,0,0.666667,12,3,3,4,0.333333,0,0.5,0.166667,0.5,0.166667,15,5,0,3,0.75,0,0.25,0.5,0,0.5,9,2,3,1,0,1,0,0.666667,0,0.333333
12,Fulham,38,14,6,18,48,58,-10,48,0.684211,0.105263,0.210526,0.0526316,0.210526,0.736842,165,82,83,358,180,178,178,100,78,0.497207,0.555556,0.438202,3,1,0,1,1,0,0,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,10,3,1,2,1,0,0,0,0.333333,0.666667,13,4,1,5,0.666667,0,0.166667,0,0.166667,0.666667,11,3,2,3,0.5,0.25,0.25,0.25,0.25,0.5,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667
13,Charlton,38,13,8,17,41,55,-14,47,0.421053,0.210526,0.368421,0.263158,0.210526,0.526316,143,70,73,371,216,155,183,100,83,0.493261,0.462963,0.535484,1,0,1,1,0,0,1,0,1,0,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,9,2,3,5,0.333333,0.333333,0.166667,0,0.166667,0.666667,13,4,1,3,0.5,0.25,0.25,0.5,0,0.5,16,5,1,0,0.666667,0.333333,0,1,0,0
14,Middlesbrough,38,12,9,17,48,58,-10,45,0.368421,0.263158,0.368421,0.263158,0.210526,0.526316,184,105,79,396,211,185,219,120,99,0.55303,0.56872,0.535135,3,1,0,1,1,0,0,0,0,1,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,11,3,2,7,0.5,0,0.5,0,0.333333,0.666667,8,2,2,2,0,0.5,0.25,0.5,0,0.25,13,4,1,1,0.333333,0.333333,0.333333,1,0,0
15,Man City,38,13,4,21,43,48,-5,43,0.473684,0.105263,0.421053,0.210526,0.105263,0.684211,203,119,84,430,249,181,212,124,88,0.493023,0.497992,0.486188,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,12,4,0,8,0.5,0,0.5,0.166667,0,0.833333,10,3,1,2,0.5,0,0.25,0.25,0.25,0.25,13,4,1,1,0.666667,0.333333,0,0.666667,0,0.333333
16,Aston Villa,38,10,12,16,42,55,-13,42,0.315789,0.315789,0.368421,0.210526,0.315789,0.473684,237,125,112,378,212,166,197,108,89,0.521164,0.509434,0.536145,1,0,1,1,0,1,0,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,11,2,5,5,0.333333,0.333333,0.333333,0,0.5,0.5,7,2,1,3,0.25,0,0.5,0.25,0.25,0.25,16,5,1,0,0.666667,0.333333,0,1,0,0
17,Portsmouth,38,10,8,20,37,62,-25,38,0.263158,0.368421,0.368421,0.263158,0.0526316,0.684211,218,128,90,411,247,164,222,135,87,0.540146,0.546559,0.530488,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,2,0,2,4,0,0.666667,0.333333,0,0,1,17,5,2,5,0.166667,0.333333,0.5,0.666667,0,0.333333,8,2,2,2,0.5,0.25,0,0,0.25,0.5,10,3,1,2,0.666667,0.333333,0,0.333333,0,0.666667
18,Birmingham,38,8,10,20,28,50,-22,34,0.315789,0.263158,0.421053,0.105263,0.263158,0.631579,218,128,90,354,201,153,168,91,77,0.474576,0.452736,0.503268,1,0,1,1,0,1,0,0,0,1,3,0,3,3,0,0.666667,0.333333,0,0.333333,0.666667,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,12,3,3,6,0.5,0,0.5,0,0.5,0.5,4,1,1,6,0.25,0,0.75,0,0.25,0.75,10,3,1,0,0.333333,0.333333,0,0.666667,0,0
19,West Brom,38,7,9,22,31,58,-27,30,0.315789,0.105263,0.578947,0.0526316,0.368421,0.578947,177,90,87,332,187,145,163,92,71,0.490964,0.491979,0.489655,0,0,0,2,0,0,1,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,6,2,0,4,0.666667,0,0.333333,0,0,1,10,2,4,6,0.166667,0.333333,0.5,0.166667,0.333333,0.5,9,2,3,3,0.5,0,0.5,0,0.75,0.25,2,0,2,2,0,0,0.666667,0,0.666667,0
20,Sunderland,38,3,6,29,26,69,-43,15,0.0526316,0.210526,0.736842,0.105263,0.105263,0.789474,177,103,74,337,192,145,183,111,72,0.543027,0.578125,0.496552,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,1,0,1,5,0,0.333333,0.666667,0,0,1,6,1,3,8,0.166667,0.333333,0.5,0,0.166667,0.833333,3,1,0,7,0,0,1,0.25,0,0.75,4,1,1,2,0,0.333333,0.333333,0.333333,0,0.333333
