Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
1,Man City,38,32,4,2,106,27,79,100,0.842105,0.105263,0.0526316,0.842105,0.105263,0.0526316,284,138,146,664,347,317,261,151,110,0.393072,0.435159,0.347003,0,0,0,0,0,0,0,0,0,0,12,4,0,2,0.666667,0,0.333333,0.666667,0,0.333333,16,5,1,0,1,0,0,0.666667,0.333333,0,32,10,2,0,0.833333,0.166667,0,0.833333,0.166667,0,22,7,1,0,0.75,0.25,0,1,0,0,18,6,0,0,1,0,0,1,0,0
2,Man United,38,25,6,7,68,28,40,81,0.789474,0.105263,0.105263,0.526316,0.210526,0.263158,220,117,103,513,275,238,181,93,88,0.352827,0.338182,0.369748,3,1,0,1,0,0,1,1,0,0,7,2,1,1,0.666667,0,0,0,0.333333,0.333333,13,4,1,1,0.666667,0.333333,0,0.666667,0,0.333333,29,9,2,1,1,0,0,0.5,0.333333,0.166667,16,5,1,2,0.75,0.25,0,0.5,0,0.5,13,4,1,1,0.666667,0,0.333333,0.666667,0.333333,0
3,Tottenham,38,23,8,7,74,36,38,77,0.684211,0.210526,0.105263,0.526316,0.210526,0.263158,246,143,103,622,353,269,217,120,97,0.348875,0.339943,0.360595,0,0,0,2,0,0,1,0,0,1,7,2,1,1,0.666667,0,0,0,0.333333,0.333333,10,3,1,2,0.333333,0.333333,0.333333,0.666667,0,0.333333,31,10,1,1,0.833333,0.166667,0,0.833333,0,0.166667,18,5,3,0,1,0,0,0.25,0.75,0,11,3,2,1,0.333333,0.666667,0,0.666667,0,0.333333
4,Liverpool,38,21,12,5,84,38,46,75,0.631579,0.368421,0,0.473684,0.263158,0.263158,230,134,96,640,359,281,233,135,98,0.364063,0.376045,0.348754,3,1,0,1,1,0,0,0,0,1,2,0,2,2,0,0.666667,0,0,0,0.666667,9,2,3,1,0.333333,0.666667,0,0.333333,0.333333,0.333333,30,9,3,0,0.833333,0.166667,0,0.666667,0.333333,0,22,7,1,0,1,0,0,0.75,0.25,0,9,2,3,1,0.333333,0.666667,0,0.333333,0.333333,0.333333
5,Chelsea,38,21,7,10,62,38,24,70,0.578947,0.210526,0.210526,0.526316,0.157895,0.315789,230,148,82,606,356,250,220,132,88,0.363036,0.370787,0.352,0,0,0,2,0,0,1,0,0,1,10,3,1,2,0.666667,0,0.333333,0.333333,0.333333,0.333333,5,1,2,1,0,0.333333,0.333333,0.333333,0.333333,0,18,5,3,4,0.5,0.333333,0.166667,0.333333,0.166667,0.5,19,6,1,1,0.75,0.25,0,0.75,0,0.25,18,6,0,0,1,0,0,1,0,0
6,Arsenal,38,19,6,13,74,51,23,63,0.789474,0.105263,0.105263,0.210526,0.210526,0.578947,225,132,93,593,343,250,234,147,87,0.394604,0.428571,0.348,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,8,2,2,0,0.333333,0.333333,0,0.333333,0.333333,0,25,8,1,3,1,0,0,0.333333,0.166667,0.5,16,5,1,2,1,0,0,0.25,0.25,0.5,10,3,1,2,1,0,0,0,0.333333,0.666667
7,Burnley,38,14,12,12,36,39,-3,54,0.368421,0.263158,0.368421,0.368421,0.368421,0.263158,167,94,73,379,207,172,127,66,61,0.335092,0.318841,0.354651,1,0,1,1,0,1,0,0,0,1,3,0,3,3,0,0,1,0,1,0,3,1,0,3,0,0,0.666667,0.333333,0,0.333333,23,7,2,3,0.666667,0.166667,0.166667,0.5,0.166667,0.333333,14,3,5,0,0.25,0.75,0,0.5,0.5,0,10,3,1,2,0.666667,0,0.333333,0.333333,0.333333,0.333333
8,Everton,38,13,10,15,44,58,-14,49,0.526316,0.210526,0.263158,0.157895,0.315789,0.526316,150,81,69,360,189,171,122,60,62,0.338889,0.31746,0.362573,1,0,1,1,0,0,1,0,1,0,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,1,0,1,5,0,0.333333,0.666667,0,0,1,19,6,1,3,0.833333,0,0,0.166667,0.166667,0.5,14,4,2,2,0.75,0.25,0,0.25,0.25,0.5,12,3,3,0,0.666667,0.333333,0,0.333333,0.666667,0
9,Leicester,38,12,11,15,56,60,-4,47,0.368421,0.315789,0.315789,0.263158,0.263158,0.473684,203,112,91,422,227,195,148,75,73,0.350711,0.330396,0.374359,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,9,2,3,5,0.166667,0.166667,0.5,0.166667,0.333333,0.333333,17,5,2,1,0.75,0.25,0,0.5,0.25,0.25,10,2,4,0,0,1,0,0.666667,0.333333,0
10,Newcastle,38,12,8,18,39,47,-8,44,0.421053,0.210526,0.368421,0.210526,0.210526,0.578947,167,83,84,449,224,225,150,71,79,0.334076,0.316964,0.351111,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,7,2,1,3,0.666667,0.333333,0,0,0,1,14,4,2,4,0.333333,0,0.5,0.333333,0.333333,0.166667,8,2,2,4,0.5,0.25,0.25,0,0.25,0.75,11,3,2,1,0.333333,0.333333,0.333333,0.666667,0.333333,0
