Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Crystal Palace,38,11,11,16,45,55,-10,44,0.368421,0.263158,0.368421,0.210526,0.315789,0.473684,209,104,105,475,267,208,151,91,60,0.317895,0.340824,0.288462,1,0,1,1,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,1,6,2,0,4,0.666667,0,0.333333,0,0,1,12,2,6,2,0.166667,0.666667,0,0.166667,0.333333,0.333333,14,4,2,2,0.5,0,0.5,0.5,0.5,0,11,3,2,1,0.666667,0,0.333333,0.333333,0.666667,0
12,Bournemouth,38,11,11,16,45,61,-16,44,0.368421,0.263158,0.368421,0.210526,0.315789,0.473684,218,115,103,467,267,200,158,82,76,0.33833,0.307116,0.38,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,9,3,0,3,0.333333,0,0.666667,0.666667,0,0.333333,13,2,7,1,0.166667,0.666667,0,0.166667,0.5,0.166667,9,2,3,3,0.5,0.25,0.25,0,0.5,0.5,13,4,1,1,1,0,0,0.333333,0.333333,0.333333
13,West Ham,38,10,12,16,48,68,-20,42,0.368421,0.315789,0.315789,0.157895,0.315789,0.526316,161,93,68,373,211,162,133,64,69,0.356568,0.303318,0.425926,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,11,2,5,3,0.166667,0.5,0.166667,0.166667,0.333333,0.333333,12,4,0,4,0.75,0,0.25,0.25,0,0.75,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
14,Watford,38,11,8,19,44,64,-20,41,0.368421,0.315789,0.315789,0.210526,0.105263,0.684211,184,96,88,440,236,204,132,70,62,0.3,0.29661,0.303922,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.666667,0.333333,0,0,1,6,2,0,4,0.666667,0,0.333333,0,0,1,20,6,2,4,0.666667,0.333333,0,0.333333,0,0.666667,5,1,2,3,0,0.5,0.25,0.25,0,0.5,8,2,2,2,0.333333,0,0.666667,0.333333,0.666667,0
15,Brighton,38,9,13,16,34,54,-20,40,0.368421,0.421053,0.210526,0.105263,0.263158,0.631579,163,90,73,383,217,166,118,71,47,0.308094,0.327189,0.283133,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,13,3,4,5,0.333333,0.5,0.166667,0.166667,0.166667,0.666667,7,1,4,1,0.25,0.5,0,0,0.5,0.25,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
16,Huddersfield,38,9,10,19,28,58,-30,37,0.315789,0.263158,0.421053,0.157895,0.263158,0.578947,165,102,63,360,207,153,111,55,56,0.308333,0.2657,0.366013,1,0,1,1,0,0,1,0,1,0,3,1,0,5,0.333333,0,0.666667,0,0,1,3,0,3,3,0,0.333333,0.666667,0,0.666667,0.333333,10,3,1,8,0.333333,0.166667,0.5,0.166667,0,0.833333,12,3,3,0,0.5,0.25,0,0.25,0.5,0,8,2,2,2,0.333333,0.666667,0,0.333333,0,0.666667
17,Southampton,38,7,15,16,37,56,-19,36,0.210526,0.368421,0.421053,0.157895,0.421053,0.421053,227,125,102,451,252,199,145,77,68,0.321508,0.305556,0.341709,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,16,4,4,4,0.5,0.166667,0.333333,0.166667,0.5,0.333333,5,0,5,1,0,0.5,0.25,0,0.75,0,11,3,2,1,0.333333,0.666667,0,0.666667,0,0.333333
18,Swansea,38,8,9,21,28,56,-28,33,0.315789,0.157895,0.526316,0.105263,0.315789,0.578947,150,95,55,336,214,122,104,69,35,0.309524,0.32243,0.286885,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,6,2,0,4,0.666667,0,0.333333,0,0,1,11,2,5,5,0.166667,0.5,0.333333,0.166667,0.333333,0.5,8,2,2,4,0.25,0,0.75,0.25,0.5,0.25,4,1,1,2,0.333333,0,0.333333,0,0.333333,0.333333
19,Stoke,38,7,12,19,35,68,-33,33,0.263158,0.263158,0.473684,0.105263,0.368421,0.526316,136,80,56,382,203,179,131,65,66,0.342932,0.320197,0.368715,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,3,0,3,9,0,0.166667,0.833333,0,0.333333,0.666667,14,3,5,0,0.5,0.5,0,0.25,0.75,0,10,3,1,0,0.666667,0,0,0.333333,0.333333,0
20,West Brom,38,6,13,19,31,56,-25,31,0.157895,0.473684,0.368421,0.157895,0.210526,0.631579,176,101,75,375,210,165,114,65,49,0.304,0.309524,0.29697,0,0,0,2,0,0,1,0,0,1,9,2,3,1,0.333333,0.333333,0.333333,0.333333,0.666667,0,4,1,1,4,0,0.333333,0.666667,0.333333,0,0.666667,12,2,6,4,0.166667,0.666667,0.166667,0.166667,0.333333,0.5,4,1,1,6,0.25,0.25,0.5,0,0,1,2,0,2,2,0,0.666667,0,0,0,0.666667
