Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Swansea,38,12,11,15,44,51,-7,47,0.421053,0.368421,0.210526,0.210526,0.210526,0.578947,204,111,93,420,223,197,241,126,115,0.57381,0.565022,0.583756,3,1,0,1,1,0,0,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,17,5,2,3,0.5,0.166667,0.166667,0.333333,0.166667,0.333333,12,3,3,2,0.25,0.75,0,0.5,0,0.5,9,2,3,1,0.666667,0.333333,0,0,0.666667,0.333333
12,Norwich,38,12,11,15,52,66,-14,47,0.368421,0.315789,0.315789,0.263158,0.263158,0.473684,167,78,89,474,256,218,254,140,114,0.535865,0.546875,0.522936,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0,0,1,0.333333,0.333333,0.333333,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667,14,4,2,4,0.333333,0.166667,0.333333,0.333333,0.166667,0.333333,12,3,3,2,0.5,0.5,0,0.25,0.25,0.5,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
13,Sunderland,38,11,12,15,45,46,-1,45,0.368421,0.368421,0.263158,0.210526,0.263158,0.526316,179,100,79,417,225,192,233,126,107,0.558753,0.56,0.557292,4,1,1,0,1,0,0,0,1,0,1,0,1,5,0,0.333333,0.666667,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,13,3,4,3,0.5,0.333333,0,0,0.333333,0.5,17,5,2,1,0.5,0.25,0.25,0.75,0.25,0,8,2,2,2,0.333333,0.666667,0,0.333333,0,0.666667
14,Stoke,38,11,12,15,36,53,-17,45,0.368421,0.421053,0.210526,0.210526,0.210526,0.578947,165,105,60,340,192,148,151,94,57,0.444118,0.489583,0.385135,1,0,1,1,0,1,0,0,0,1,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667,5,1,2,3,0,0.666667,0.333333,0.333333,0,0.666667,17,5,2,5,0.666667,0,0.333333,0.166667,0.333333,0.5,3,0,3,3,0,0.5,0.25,0,0.25,0.5,13,4,1,1,0.666667,0.333333,0,0.666667,0,0.333333
15,Wigan,38,11,10,17,42,62,-20,43,0.263158,0.368421,0.368421,0.315789,0.157895,0.526316,209,135,74,456,250,206,258,147,111,0.565789,0.588,0.538835,0,0,0,2,0,0,1,0,0,1,6,2,0,4,0.333333,0,0.666667,0.333333,0,0.666667,5,1,2,3,0.333333,0.666667,0,0,0,1,14,3,5,4,0,0.5,0.5,0.5,0.333333,0.166667,8,2,2,2,0.5,0.25,0,0,0.25,0.5,10,3,1,2,0.333333,0.333333,0.333333,0.666667,0,0.333333
16,Aston Villa,38,7,17,14,37,53,-16,38,0.210526,0.368421,0.421053,0.157895,0.526316,0.315789,218,129,89,404,225,179,203,108,95,0.502475,0.48,0.530726,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,6,1,3,2,0,0.666667,0.333333,0.333333,0.333333,0.333333,12,2,6,4,0.333333,0.166667,0.5,0,0.833333,0.166667,8,1,5,0,0.25,0.5,0,0,0.75,0,11,3,2,1,0.333333,0.333333,0.333333,0.666667,0.333333,0
17,QPR,38,10,7,21,43,66,-23,37,0.368421,0.263158,0.368421,0.157895,0.105263,0.736842,195,101,94,494,270,224,264,133,131,0.534413,0.492593,0.584821,0,0,0,2,0,0,1,0,0,1,6,2,0,4,0.666667,0,0.333333,0,0,1,8,2,2,2,0.333333,0.666667,0,0.333333,0,0.666667,8,2,2,8,0.333333,0.166667,0.5,0,0.166667,0.833333,11,3,2,1,0.5,0.25,0,0.25,0.25,0.25,4,1,1,4,0,0.333333,0.666667,0.333333,0,0.666667
18,Bolton,38,10,6,22,46,77,-31,36,0.210526,0.210526,0.578947,0.315789,0.105263,0.578947,211,111,100,447,234,213,275,152,123,0.615213,0.649573,0.577465,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,3,1,0,5,0,0,1,0.333333,0,0.666667,6,1,3,8,0.166667,0.333333,0.5,0,0.166667,0.833333,16,5,1,2,0.5,0,0.5,0.75,0.25,0,10,3,1,0,0.333333,0.333333,0,0.666667,0,0
19,Blackburn,38,8,7,23,48,78,-30,31,0.315789,0.0526316,0.631579,0.105263,0.315789,0.578947,166,105,61,415,257,158,238,145,93,0.573494,0.564202,0.588608,0,0,0,2,0,0,1,0,0,1,6,2,0,4,0.333333,0,0.666667,0.333333,0,0.666667,1,0,1,5,0,0,1,0,0.333333,0.666667,15,4,3,5,0.666667,0,0.333333,0,0.5,0.5,6,1,3,4,0.25,0.25,0.5,0,0.5,0.5,3,1,0,3,0,0,0.666667,0.333333,0,0.333333
20,Wolves,38,5,10,23,40,82,-42,25,0.157895,0.157895,0.684211,0.105263,0.368421,0.526316,206,122,84,411,236,175,229,132,97,0.557178,0.559322,0.554286,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0,1,0,0.666667,0.333333,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,10,2,4,6,0.333333,0.333333,0.333333,0,0.333333,0.666667,7,2,1,5,0.25,0,0.75,0.25,0.25,0.5,4,1,1,2,0,0,0.666667,0.333333,0.333333,0
