Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Wigan,38,12,9,17,34,45,-11,45,0.421053,0.263158,0.315789,0.210526,0.210526,0.578947,216,120,96,483,262,221,227,121,106,0.469979,0.461832,0.479638,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,12,3,3,4,0.333333,0.333333,0.166667,0.166667,0.166667,0.5,19,6,1,1,0.75,0.25,0,0.75,0,0.25,8,2,2,2,0.666667,0,0.333333,0,0.666667,0.333333
12,Stoke,38,12,9,17,38,55,-17,45,0.526316,0.263158,0.210526,0.105263,0.210526,0.684211,177,97,80,304,167,137,137,81,56,0.450658,0.48503,0.408759,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,13,4,1,5,0.666667,0,0.166667,0,0.166667,0.666667,11,3,2,3,0.5,0.5,0,0.25,0,0.75,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
13,Bolton,38,11,8,19,41,53,-12,41,0.368421,0.263158,0.368421,0.210526,0.157895,0.631579,197,109,88,441,266,175,244,151,93,0.553288,0.567669,0.531429,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,16,5,1,4,0.666667,0,0.166667,0.166667,0.166667,0.5,13,3,4,1,0.25,0.75,0,0.5,0.25,0.25,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
14,Portsmouth,38,10,11,17,38,57,-19,41,0.421053,0.157895,0.421053,0.105263,0.421053,0.473684,195,121,74,442,283,159,231,154,77,0.522624,0.54417,0.484277,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,15,4,3,5,0.666667,0,0.333333,0,0.5,0.5,11,3,2,1,0.5,0.25,0,0.25,0.25,0.25,7,1,4,1,0.333333,0.333333,0.333333,0,1,0
15,Blackburn,38,10,11,17,40,60,-20,41,0.315789,0.368421,0.315789,0.210526,0.210526,0.578947,198,90,108,404,211,193,219,112,107,0.542079,0.530806,0.554404,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,10,3,1,2,0.333333,0.333333,0.333333,0.666667,0,0.333333,13,3,4,5,0.5,0.5,0,0,0.166667,0.833333,8,2,2,2,0.25,0.25,0.25,0.25,0.25,0.25,10,2,4,0,0.333333,0.666667,0,0.333333,0.666667,0
16,Sunderland,38,9,9,20,34,54,-20,36,0.315789,0.157895,0.526316,0.157895,0.315789,0.526316,174,88,86,396,212,184,210,115,95,0.530303,0.542453,0.516304,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,9,2,3,7,0.166667,0.166667,0.666667,0.166667,0.333333,0.5,10,3,1,2,0.25,0.25,0.25,0.5,0,0.25,11,3,2,1,1,0,0,0,0.666667,0.333333
17,Hull,38,8,11,19,39,64,-25,35,0.157895,0.263158,0.578947,0.263158,0.315789,0.421053,188,105,83,416,210,206,213,105,108,0.512019,0.5,0.524272,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0,0,1,0.333333,0.666667,0,7,2,1,3,0.333333,0.333333,0.333333,0.333333,0,0.666667,9,2,3,7,0.166667,0.166667,0.666667,0.166667,0.333333,0.5,3,0,3,3,0,0.25,0.5,0,0.5,0.25,11,3,2,1,0.333333,0.666667,0,0.666667,0,0.333333
18,Newcastle,38,7,13,18,40,59,-19,34,0.263158,0.368421,0.368421,0.105263,0.315789,0.578947,169,97,72,371,207,164,201,117,84,0.541779,0.565217,0.512195,1,0,1,1,0,0,1,0,1,0,1,0,1,5,0,0,1,0,0.333333,0.666667,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,11,2,5,5,0.333333,0.666667,0,0,0.166667,0.833333,6,1,3,4,0,0.5,0.5,0.25,0.25,0.5,10,3,1,0,0.666667,0,0,0.333333,0.333333,0
19,Middlesbrough,38,7,11,20,28,57,-29,32,0.263158,0.473684,0.263158,0.105263,0.105263,0.789474,173,105,68,426,224,202,219,127,92,0.514085,0.566964,0.455446,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,6,1,3,2,0,0.666667,0.333333,0.333333,0.333333,0.333333,14,4,2,6,0.5,0.333333,0.166667,0.166667,0,0.833333,7,1,4,3,0.25,0.75,0,0,0.25,0.75,1,0,1,3,0,0.333333,0.333333,0,0,0.666667
20,West Brom,38,8,8,22,36,67,-31,32,0.368421,0.157895,0.473684,0.0526316,0.263158,0.684211,232,119,113,466,250,216,255,141,114,0.54721,0.564,0.527778,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,15,4,3,5,0.666667,0.166667,0.166667,0,0.333333,0.666667,8,1,5,2,0.25,0.5,0.25,0,0.75,0.25,6,2,0,2,0.333333,0,0.333333,0.333333,0,0.333333
