Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
1,Man United,38,28,6,4,68,24,44,90,0.842105,0.105263,0.0526316,0.631579,0.210526,0.157895,259,141,118,621,351,270,376,217,159,0.605475,0.618234,0.588889,0,0,0,0,0,0,0,0,0,0,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,11,3,2,1,1,0,0,0,0.666667,0.333333,34,11,1,0,1,0,0,0.833333,0.166667,0,24,8,0,0,1,0,0,1,0,0,16,5,1,0,0.666667,0.333333,0,1,0,0
2,Liverpool,38,25,11,2,77,27,50,86,0.631579,0.368421,0,0.684211,0.210526,0.105263,269,171,98,609,360,249,311,181,130,0.510673,0.502778,0.522088,6,2,0,0,1,0,0,1,0,0,8,2,2,0,0.333333,0.333333,0,0.333333,0.333333,0,12,3,3,0,0.333333,0.666667,0,0.666667,0.333333,0,23,6,5,1,0.5,0.5,0,0.5,0.333333,0.166667,22,7,1,0,0.75,0.25,0,1,0,0,15,5,0,1,1,0,0,0.666667,0,0.333333
3,Chelsea,38,25,8,5,68,24,44,83,0.578947,0.315789,0.105263,0.736842,0.105263,0.157895,236,127,109,656,367,289,359,195,164,0.547256,0.531335,0.567474,1,0,1,1,0,1,0,0,0,1,3,1,0,3,0,0,0.666667,0.333333,0,0.333333,12,3,3,0,0.666667,0.333333,0,0.333333,0.666667,0,29,9,2,1,0.666667,0.333333,0,0.833333,0,0.166667,22,7,1,0,0.75,0.25,0,1,0,0,16,5,1,0,0.666667,0.333333,0,1,0,0
4,Arsenal,38,20,12,6,68,37,31,72,0.578947,0.263158,0.157895,0.473684,0.368421,0.157895,268,155,113,554,304,250,316,176,140,0.570397,0.578947,0.56,4,1,1,0,1,0,0,0,1,0,5,1,2,1,0,0.333333,0.333333,0.333333,0.333333,0,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,24,7,3,2,0.666667,0.333333,0,0.5,0.166667,0.333333,17,5,2,1,0.5,0.25,0.25,0.75,0.25,0,16,5,1,0,1,0,0,0.666667,0.333333,0
5,Everton,38,17,12,9,55,37,18,63,0.421053,0.315789,0.263158,0.473684,0.315789,0.210526,193,106,87,423,232,191,232,126,106,0.548463,0.543103,0.554974,1,0,1,1,0,1,0,0,0,1,4,0,4,2,0,0.666667,0.333333,0,0.666667,0.333333,7,2,1,1,0.333333,0,0.333333,0.333333,0.333333,0,28,9,1,2,0.666667,0.166667,0.166667,0.833333,0,0.166667,11,3,2,3,0.5,0,0.5,0.25,0.5,0.25,12,3,3,0,0.333333,0.666667,0,0.666667,0.333333,0
6,Aston Villa,38,17,11,10,54,48,6,62,0.368421,0.473684,0.157895,0.526316,0.105263,0.368421,260,148,112,408,244,164,225,132,93,0.551471,0.540984,0.567073,1,0,1,1,0,1,0,0,0,1,5,1,2,3,0,0.666667,0.333333,0.333333,0,0.666667,5,1,2,1,0,0.666667,0,0.333333,0,0.333333,19,5,4,3,0.333333,0.5,0.166667,0.5,0.166667,0.333333,22,7,1,0,0.75,0.25,0,1,0,0,10,3,1,2,0.666667,0,0.333333,0.333333,0.333333,0.333333
7,Fulham,38,14,11,13,39,34,5,53,0.578947,0.157895,0.263158,0.157895,0.421053,0.421053,192,116,76,431,231,200,234,136,98,0.542923,0.588745,0.49,3,1,0,1,1,0,0,0,0,1,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,4,1,1,2,0.333333,0,0.333333,0,0.333333,0.333333,22,6,4,2,0.666667,0.166667,0.166667,0.333333,0.5,0.166667,5,1,2,5,0.25,0.25,0.5,0,0.25,0.75,13,4,1,1,1,0,0,0.333333,0.333333,0.333333
8,Tottenham,38,14,9,15,45,45,0,51,0.526316,0.263158,0.210526,0.210526,0.210526,0.578947,220,125,95,482,302,180,279,166,113,0.578838,0.549669,0.627778,1,0,1,1,0,1,0,0,0,1,9,2,3,1,0.666667,0.333333,0,0,0.666667,0.333333,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,19,6,1,3,0.666667,0.166667,0,0.333333,0,0.5,8,2,2,4,0.25,0.25,0.5,0.25,0.25,0.5,9,3,0,3,1,0,0,0,0,1
9,West Ham,38,14,9,15,42,45,-3,51,0.473684,0.105263,0.421053,0.263158,0.368421,0.368421,191,114,77,434,240,194,244,136,108,0.562212,0.566667,0.556701,0,0,0,2,0,0,1,0,0,1,3,0,3,3,0,0,1,0,1,0,7,2,1,3,0.333333,0,0.666667,0.333333,0.333333,0.333333,15,5,0,5,0.5,0,0.333333,0.333333,0,0.5,17,5,2,1,0.75,0.25,0,0.5,0.25,0.25,9,2,3,1,0.666667,0.333333,0,0,0.666667,0.333333
10,Man City,38,15,5,18,58,50,8,50,0.684211,0,0.315789,0.105263,0.263158,0.631579,212,120,92,489,264,225,267,153,114,0.546012,0.579545,0.506667,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,7,2,1,3,0.333333,0,0.666667,0.333333,0.333333,0.333333,12,4,0,6,0.666667,0,0.166667,0,0,0.833333,17,5,2,1,1,0,0,0.25,0.5,0.25,10,3,1,2,1,0,0,0,0.333333,0.666667
