Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
1,Man United,38,23,11,4,78,37,41,80,0.947368,0.0526316,0,0.263158,0.526316,0.210526,245,126,119,543,312,231,310,184,126,0.570902,0.589744,0.545455,0,0,0,0,0,0,0,0,0,0,10,3,1,2,1,0,0,0,0.333333,0.666667,11,3,2,1,1,0,0,0,0.666667,0.333333,26,7,5,0,0.833333,0.166667,0,0.333333,0.666667,0,17,5,2,1,1,0,0,0.25,0.5,0.25,16,5,1,0,1,0,0,0.666667,0.333333,0
2,Chelsea,38,21,8,9,69,33,36,71,0.736842,0.157895,0.105263,0.368421,0.263158,0.368421,255,136,119,635,319,316,344,174,170,0.541732,0.545455,0.537975,3,1,0,1,1,0,0,0,0,1,6,2,0,2,0.666667,0,0,0,0,0.666667,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,21,5,6,1,0.5,0.333333,0.166667,0.333333,0.666667,0,21,7,0,1,1,0,0,0.75,0,0.25,15,5,0,1,1,0,0,0.666667,0,0.333333
3,Man City,38,21,8,9,60,33,27,71,0.684211,0.210526,0.105263,0.421053,0.210526,0.368421,228,136,92,477,256,221,276,151,125,0.578616,0.589844,0.565611,1,0,1,1,0,1,0,0,0,1,4,1,1,2,0.333333,0,0.333333,0,0.333333,0.333333,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,26,8,2,2,0.833333,0.166667,0,0.5,0.166667,0.333333,19,6,1,1,0.75,0.25,0,0.75,0,0.25,14,4,2,0,0.666667,0.333333,0,0.666667,0.333333,0
4,Arsenal,38,19,11,8,72,43,29,68,0.578947,0.210526,0.210526,0.421053,0.368421,0.210526,252,138,114,595,318,277,342,186,156,0.57479,0.584906,0.563177,3,1,0,1,1,0,0,0,0,1,7,2,1,1,0.333333,0.333333,0,0.333333,0,0.333333,9,2,3,1,0.333333,0.333333,0.333333,0.333333,0.666667,0,14,3,5,4,0.333333,0.166667,0.5,0.166667,0.666667,0.166667,17,5,2,1,0.75,0.25,0,0.5,0.25,0.25,18,6,0,0,1,0,0,1,0,0
5,Tottenham,38,16,14,8,55,46,9,62,0.473684,0.473684,0.0526316,0.368421,0.263158,0.368421,256,156,100,560,323,237,321,191,130,0.573214,0.591331,0.548523,1,0,1,1,0,1,0,0,0,1,6,1,3,2,0,1,0,0.333333,0,0.666667,7,2,1,1,0.333333,0.333333,0,0.333333,0,0.333333,28,8,4,0,0.666667,0.333333,0,0.666667,0.333333,0,14,4,2,2,0.75,0,0.25,0.25,0.5,0.25,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667
6,Liverpool,38,17,7,14,59,44,15,58,0.631579,0.210526,0.157895,0.263158,0.157895,0.578947,214,126,88,475,256,219,268,145,123,0.564211,0.566406,0.561644,3,1,0,1,1,0,0,0,0,1,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333,1,0,1,3,0,0.333333,0.333333,0,0,0.666667,22,7,1,4,0.833333,0.166667,0,0.333333,0,0.666667,14,4,2,2,0.5,0.25,0.25,0.5,0.25,0.25,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667
7,Everton,38,13,15,10,51,45,6,54,0.473684,0.368421,0.157895,0.210526,0.421053,0.368421,245,139,106,509,290,219,286,159,127,0.561886,0.548276,0.579909,1,0,1,1,0,1,0,0,0,1,10,3,1,2,0.666667,0,0.333333,0.333333,0.333333,0.333333,8,2,2,0,0.666667,0,0,0,0.666667,0,15,4,3,5,0.5,0.166667,0.333333,0.166667,0.333333,0.5,10,2,4,2,0.25,0.75,0,0.25,0.25,0.5,10,2,4,0,0.333333,0.666667,0,0.333333,0.666667,0
8,Fulham,38,11,16,11,49,43,6,49,0.421053,0.368421,0.210526,0.157895,0.473684,0.368421,192,107,85,456,239,217,250,141,109,0.548246,0.589958,0.502304,1,0,1,1,0,1,0,0,0,1,3,0,3,3,0,0.666667,0.333333,0,0.333333,0.666667,1,0,1,5,0,0.333333,0.666667,0,0,1,19,5,4,1,0.5,0.333333,0,0.333333,0.333333,0.166667,16,4,4,0,1,0,0,0,1,0,9,2,3,1,0.333333,0.333333,0.333333,0.333333,0.666667,0
9,Aston Villa,38,12,12,14,48,59,-11,48,0.421053,0.368421,0.210526,0.210526,0.263158,0.526316,235,125,110,436,231,205,241,125,116,0.552752,0.541126,0.565854,1,0,1,1,0,1,0,0,0,1,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,9,2,3,5,0.333333,0.333333,0.166667,0,0.166667,0.666667,11,3,2,3,0.25,0.5,0.25,0.5,0,0.5,12,3,3,0,0.666667,0.333333,0,0.333333,0.666667,0
10,Sunderland,38,12,11,15,45,56,-11,47,0.368421,0.263158,0.368421,0.263158,0.315789,0.421053,180,95,85,450,239,211,230,128,102,0.511111,0.535565,0.483412,1,0,1,1,0,1,0,0,0,1,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,3,0,3,3,0,0.333333,0.666667,0,0.666667,0.333333,11,3,2,5,0.333333,0.166667,0.333333,0.166667,0.166667,0.5,14,4,2,2,0.75,0,0.25,0.25,0.5,0.25,10,3,1,2,0.333333,0.333333,0.333333,0.666667,0,0.333333
