Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,West Brom,38,12,11,15,56,71,-15,47,0.421053,0.315789,0.263158,0.210526,0.263158,0.526316,189,103,86,523,287,236,287,164,123,0.548757,0.571429,0.521186,1,0,1,1,0,0,1,0,1,0,4,1,1,4,0,0.333333,0.666667,0.333333,0,0.666667,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333,17,5,2,3,0.666667,0,0.166667,0.166667,0.333333,0.333333,3,0,3,5,0,0.75,0.25,0,0,1,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
12,Newcastle,38,11,13,14,56,57,-1,46,0.315789,0.421053,0.263158,0.263158,0.263158,0.473684,203,104,99,434,253,181,252,155,97,0.580645,0.612648,0.535912,1,0,1,1,0,1,0,0,0,1,6,1,3,2,0,0.666667,0.333333,0.333333,0.333333,0.333333,7,2,1,3,0.333333,0.333333,0.333333,0.333333,0,0.666667,9,2,3,5,0.333333,0.333333,0.166667,0,0.166667,0.666667,10,2,4,2,0.25,0.5,0.25,0.25,0.5,0.25,13,4,1,1,0.666667,0,0.333333,0.666667,0.333333,0
13,Stoke,38,13,7,18,46,48,-2,46,0.526316,0.210526,0.263158,0.157895,0.157895,0.684211,191,116,75,410,251,159,204,131,73,0.497561,0.521912,0.459119,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0.333333,0.666667,0,0,0,1,6,2,0,4,0.666667,0,0.333333,0,0,1,17,5,2,3,0.5,0.166667,0.166667,0.333333,0.166667,0.333333,13,4,1,3,0.75,0,0.25,0.25,0.25,0.5,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667
14,Bolton,38,12,10,16,52,56,-4,46,0.526316,0.263158,0.210526,0.105263,0.263158,0.631579,202,95,107,498,279,219,275,164,111,0.552209,0.587814,0.506849,1,0,1,1,0,1,0,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,16,4,4,4,0.666667,0.166667,0.166667,0,0.5,0.5,11,3,2,1,0.5,0.25,0,0.25,0.25,0.25,8,2,2,2,0.333333,0.666667,0,0.333333,0,0.666667
15,Blackburn,38,11,10,17,46,59,-13,43,0.368421,0.368421,0.263158,0.210526,0.157895,0.631579,175,87,88,385,234,151,191,104,87,0.496104,0.444444,0.576159,1,0,1,1,0,1,0,0,0,1,2,0,2,4,0,0,1,0,0.666667,0.333333,6,2,0,4,0.666667,0,0.333333,0,0,1,15,4,3,5,0.333333,0.5,0.166667,0.333333,0,0.666667,12,4,0,2,0.75,0,0,0.25,0,0.5,7,1,4,1,0,1,0,0.333333,0.333333,0.333333
16,Wigan,38,9,15,14,40,61,-21,42,0.263158,0.421053,0.315789,0.210526,0.368421,0.421053,169,95,74,450,257,193,253,141,112,0.562222,0.548638,0.580311,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,8,1,5,0,0,1,0,0.333333,0.666667,0,12,2,6,4,0.166667,0.5,0.333333,0.166667,0.5,0.333333,11,3,2,1,0.5,0.25,0,0.25,0.25,0.25,10,3,1,2,0.666667,0,0.333333,0.333333,0.333333,0.333333
17,Wolves,38,11,7,20,46,66,-20,40,0.421053,0.210526,0.368421,0.157895,0.157895,0.684211,242,133,109,371,208,163,207,117,90,0.557951,0.5625,0.552147,3,1,0,1,1,0,0,0,0,1,6,2,0,4,0.666667,0,0.333333,0,0,1,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,18,5,3,4,0.5,0.333333,0.166667,0.333333,0.166667,0.5,0,0,0,6,0,0,0.75,0,0,0.75,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667
18,Birmingham,38,8,15,15,37,58,-21,39,0.315789,0.421053,0.263158,0.105263,0.368421,0.526316,152,89,63,327,182,145,155,77,78,0.474006,0.423077,0.537931,1,0,1,1,0,1,0,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,3,0,3,3,0,0.666667,0.333333,0,0.333333,0.666667,10,2,4,6,0.333333,0.166667,0.5,0,0.5,0.5,10,2,4,2,0.5,0.5,0,0,0.5,0.5,10,3,1,0,0.333333,0.333333,0,0.666667,0,0
19,Blackpool,38,10,9,19,55,78,-23,39,0.263158,0.263158,0.473684,0.263158,0.210526,0.526316,186,94,92,446,253,193,235,134,101,0.526906,0.529644,0.523316,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333,16,4,4,4,0.166667,0.666667,0.166667,0.5,0,0.5,11,3,2,3,0.5,0,0.5,0.25,0.5,0.25,1,0,1,3,0,0,0.666667,0,0.333333,0.333333
20,West Ham,38,7,12,19,43,70,-27,33,0.263158,0.263158,0.473684,0.105263,0.368421,0.526316,185,97,88,469,258,211,246,139,107,0.52452,0.53876,0.507109,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,9,2,3,1,0.666667,0.333333,0,0,0.666667,0.333333,10,2,4,6,0.166667,0.333333,0.5,0.166667,0.333333,0.5,9,2,3,3,0.5,0.25,0.25,0,0.5,0.5,5,1,2,1,0,0.333333,0.333333,0.333333,0.333333,0
