Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Middlesbrough,38,13,9,16,44,52,-8,48,0.421053,0.210526,0.368421,0.263158,0.263158,0.473684,177,106,71,461,261,200,254,148,106,0.550976,0.56705,0.53,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,4,1,1,4,0,0.333333,0.666667,0.333333,0,0.666667,16,5,1,4,0.666667,0.166667,0,0.166667,0,0.666667,15,4,3,1,0.75,0,0.25,0.25,0.75,0,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
12,Southampton,38,12,11,15,44,45,-1,47,0.421053,0.315789,0.263158,0.210526,0.263158,0.526316,221,100,121,457,249,208,265,145,120,0.579869,0.582329,0.576923,0,0,0,2,0,0,1,0,0,1,9,3,0,3,0.666667,0,0.333333,0.333333,0,0.666667,5,1,2,3,0.333333,0.666667,0,0,0,1,6,1,3,6,0.166667,0.333333,0.333333,0,0.166667,0.666667,15,4,3,1,0.5,0.25,0.25,0.5,0.5,0,12,3,3,0,0.666667,0.333333,0,0.333333,0.666667,0
13,Portsmouth,38,12,9,17,47,54,-7,45,0.526316,0.210526,0.263158,0.105263,0.263158,0.631579,193,109,84,403,235,168,217,134,83,0.538462,0.570213,0.494048,2,0,2,0,0,1,0,0,1,0,6,2,0,4,0.666667,0,0.333333,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,14,4,2,4,0.666667,0.166667,0,0,0.166667,0.666667,10,3,1,4,0.5,0,0.5,0.25,0.25,0.5,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
14,Tottenham,38,13,6,19,47,57,-10,45,0.473684,0.210526,0.315789,0.210526,0.105263,0.684211,198,103,95,421,250,171,234,142,92,0.555819,0.568,0.538012,1,0,1,1,0,1,0,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,9,3,0,3,0.666667,0,0.333333,0.333333,0,0.666667,7,2,1,9,0.333333,0.166667,0.5,0,0,1,8,2,2,2,0.5,0.25,0,0,0.25,0.5,16,5,1,0,0.666667,0.333333,0,1,0,0
15,Blackburn,38,12,8,18,51,59,-8,44,0.263158,0.210526,0.526316,0.368421,0.210526,0.421053,227,129,98,451,250,201,232,135,97,0.514412,0.54,0.482587,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,7,2,1,3,0,0.333333,0.666667,0.666667,0,0.333333,16,4,4,4,0,0.5,0.5,0.666667,0.166667,0.166667,10,3,1,2,0.5,0,0.25,0.25,0.25,0.25,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667
16,Man City,38,9,14,15,55,54,1,41,0.263158,0.473684,0.263158,0.210526,0.263158,0.526316,221,131,90,515,300,215,292,164,128,0.56699,0.546667,0.595349,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333,13,3,4,5,0.166667,0.5,0.333333,0.333333,0.166667,0.5,10,2,4,0,0.25,0.5,0,0.25,0.5,0,3,0,3,3,0,0.666667,0.333333,0,0.333333,0.666667
17,Everton,38,9,12,17,45,57,-12,39,0.421053,0.263158,0.315789,0.0526316,0.368421,0.578947,242,132,110,430,262,168,215,137,78,0.5,0.522901,0.464286,1,0,1,1,0,1,0,0,0,1,2,0,2,4,0,0,1,0,0.666667,0.333333,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,15,4,3,5,0.5,0.333333,0.166667,0.166667,0.166667,0.666667,4,1,1,4,0.25,0.25,0.25,0,0,0.75,11,3,2,1,1,0,0,0,0.666667,0.333333
18,Leicester,37,6,15,16,47,62,-15,33,0.157895,0.526316,0.315789,0.157895,0.263158,0.526316,207,121,86,361,212,149,210,129,81,0.581717,0.608491,0.543624,1,0,1,1,0,1,0,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,3,0,3,2,0,0.666667,0.333333,0,0.333333,0.333333,15,3,6,3,0.166667,0.5,0.333333,0.333333,0.5,0.166667,9,2,3,3,0.25,0.5,0.25,0.25,0.25,0.5,4,1,1,2,0.333333,0.333333,0,0,0,0.666667
19,Leeds,38,8,9,21,40,79,-39,33,0.263158,0.368421,0.368421,0.157895,0.105263,0.736842,199,106,93,362,210,152,181,107,74,0.5,0.509524,0.486842,0,0,0,2,0,0,1,0,0,1,3,0,3,3,0,0.666667,0.333333,0,0.333333,0.666667,6,1,3,2,0,1,0,0.333333,0,0.666667,7,2,1,9,0.166667,0.166667,0.666667,0.166667,0,0.833333,11,3,2,3,0.5,0.25,0.25,0.25,0.25,0.5,6,2,0,2,0.666667,0,0,0,0,0.666667
20,Wolves,38,7,12,19,38,77,-39,33,0.368421,0.263158,0.368421,0,0.368421,0.631579,178,101,77,398,210,188,191,102,89,0.479899,0.485714,0.473404,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,12,2,6,4,0.333333,0.333333,0.333333,0,0.666667,0.333333,8,2,2,4,0.5,0.25,0.25,0,0.25,0.75,7,2,1,1,0.666667,0,0,0,0.333333,0.333333
