Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Southampton,38,12,9,17,46,54,-8,45,0.368421,0.263158,0.368421,0.263158,0.210526,0.526316,175,99,76,357,188,169,167,86,81,0.467787,0.457447,0.47929,1,0,1,1,0,0,1,0,1,0,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,6,2,0,4,0.333333,0,0.666667,0.333333,0,0.666667,8,2,2,6,0.166667,0.333333,0.333333,0.166667,0,0.666667,12,3,3,2,0.5,0.25,0.25,0.25,0.5,0.25,11,3,2,1,0.333333,0.666667,0,0.666667,0,0.333333
12,Middlesbrough,38,12,9,17,35,47,-12,45,0.368421,0.263158,0.368421,0.263158,0.210526,0.526316,168,101,67,312,173,139,130,75,55,0.416667,0.433526,0.395683,0,0,0,2,0,0,1,0,0,1,3,1,0,5,0,0,1,0.333333,0,0.666667,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,12,3,3,4,0.333333,0.166667,0.333333,0.166667,0.333333,0.333333,12,3,3,2,0.5,0.5,0,0.25,0.25,0.5,13,4,1,1,0.666667,0.333333,0,0.666667,0,0.333333
13,Fulham,38,10,14,14,36,44,-8,44,0.368421,0.368421,0.263158,0.157895,0.368421,0.473684,211,113,98,379,209,170,157,89,68,0.414248,0.425837,0.4,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0.333333,0,0.666667,0,0.666667,0.333333,8,2,2,2,0,0.666667,0.333333,0.666667,0,0.333333,11,3,2,5,0.5,0.166667,0.166667,0,0.166667,0.666667,13,3,4,1,0.75,0.25,0,0,0.75,0.25,7,1,4,1,0,1,0,0.333333,0.333333,0.333333
14,Charlton,38,10,14,14,38,49,-11,44,0.263158,0.315789,0.421053,0.263158,0.421053,0.315789,242,141,101,371,195,176,178,100,78,0.479784,0.512821,0.443182,3,1,0,1,0,0,1,1,0,0,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,11,2,5,5,0.166667,0.5,0.333333,0.166667,0.333333,0.5,6,1,3,2,0,0.25,0.5,0.25,0.5,0,14,4,2,0,1,0,0,0.333333,0.666667,0
15,Everton,38,11,10,17,45,57,-12,43,0.421053,0.210526,0.368421,0.157895,0.315789,0.526316,183,110,73,384,223,161,195,114,81,0.507812,0.511211,0.503106,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,5,1,2,3,0.333333,0.666667,0,0,0,1,18,5,3,4,0.666667,0.166667,0.166667,0.166667,0.333333,0.5,10,3,1,2,0.5,0,0.25,0.25,0.25,0.25,9,2,3,1,0.333333,0.333333,0.333333,0.333333,0.666667,0
16,Bolton,38,9,13,16,44,62,-18,40,0.263158,0.368421,0.368421,0.210526,0.315789,0.473684,194,114,80,366,199,167,160,79,81,0.437158,0.396985,0.48503,1,0,1,1,0,0,1,0,1,0,7,2,1,3,0.333333,0,0.666667,0.333333,0.333333,0.333333,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,12,2,6,4,0.333333,0.5,0.166667,0,0.5,0.5,5,1,2,3,0,0.5,0.25,0.25,0,0.5,10,3,1,2,0.333333,0.333333,0.333333,0.666667,0,0.333333
17,Sunderland,38,10,10,18,29,51,-22,40,0.368421,0.368421,0.263158,0.157895,0.157895,0.684211,196,110,86,434,264,170,202,134,68,0.465438,0.507576,0.4,1,0,1,1,0,1,0,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,7,2,1,3,0.666667,0.333333,0,0,0,1,10,2,4,6,0.166667,0.5,0.333333,0.166667,0.166667,0.666667,11,3,2,1,0.5,0.25,0,0.25,0.25,0.25,10,3,1,2,0.666667,0.333333,0,0.333333,0,0.666667
18,Ipswich,38,9,9,20,41,64,-23,36,0.315789,0.210526,0.473684,0.157895,0.263158,0.578947,224,144,80,402,230,172,189,120,69,0.470149,0.521739,0.401163,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,1,0,1,5,0,0.333333,0.666667,0,0,1,17,4,5,3,0.5,0.333333,0.166667,0.166667,0.5,0.333333,7,2,1,5,0.25,0.25,0.5,0.25,0,0.75,10,3,1,0,0.666667,0,0,0.333333,0.333333,0
19,Derby,38,8,6,24,33,63,-30,30,0.263158,0.210526,0.526316,0.157895,0.105263,0.736842,162,106,56,294,195,99,139,87,52,0.472789,0.446154,0.525253,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,2,0,2,4,0,0.666667,0.333333,0,0,1,16,5,1,6,0.666667,0,0.333333,0.166667,0.166667,0.666667,8,2,2,4,0.25,0.25,0.5,0.25,0.25,0.5,3,1,0,3,0,0,0.666667,0.333333,0,0.333333
20,Leicester,38,5,13,20,30,64,-34,28,0.157895,0.368421,0.473684,0.105263,0.315789,0.578947,197,115,82,304,179,125,158,91,67,0.519737,0.50838,0.536,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,14,3,5,4,0.333333,0.333333,0.333333,0.166667,0.5,0.333333,7,1,4,3,0.25,0.5,0.25,0,0.5,0.5,4,1,1,2,0,0.333333,0.333333,0.333333,0,0.333333
