Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
1,Arsenal,38,23,9,6,68,33,35,78,0.789474,0.105263,0.105263,0.421053,0.368421,0.210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,2,0.666667,0,0.333333,0.666667,0,0.333333,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,27,8,3,1,1,0,0,0.333333,0.5,0.166667,15,4,3,1,0.75,0.25,0,0.25,0.5,0.25,16,5,1,0,1,0,0,0.666667,0.333333,0
2,Man United,38,23,8,7,73,26,47,77,0.684211,0.210526,0.105263,0.526316,0.210526,0.263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,8,2,2,0,0,0.666667,0,0.666667,0,0,15,5,0,1,1,0,0,0.666667,0,0.333333,19,5,4,3,0.666667,0.166667,0.166667,0.166667,0.5,0.333333,21,7,0,1,1,0,0,0.75,0,0.25,14,4,2,0,0.666667,0.333333,0,0.666667,0.333333,0
3,Liverpool,38,18,11,9,68,42,26,65,0.684211,0.105263,0.210526,0.263158,0.473684,0.263158,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,1,0,0,4,1,1,2,0.333333,0,0.333333,0,0.333333,0.333333,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333,18,5,3,4,0.666667,0,0.333333,0.166667,0.5,0.333333,13,3,4,1,0.75,0.25,0,0,0.75,0.25,13,4,1,1,0.666667,0,0.333333,0.666667,0.333333,0
4,Chelsea,38,20,3,15,71,43,28,63,0.684211,0.105263,0.210526,0.368421,0.0526316,0.578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,4,1,1,2,0.333333,0,0.333333,0,0.333333,0.333333,4,1,1,4,0,0.333333,0.666667,0.333333,0,0.666667,21,7,0,5,1,0,0,0.166667,0,0.833333,19,6,1,1,0.75,0.25,0,0.75,0,0.25,15,5,0,1,1,0,0,0.666667,0,0.333333
5,Leeds,38,17,8,13,57,46,11,59,0.473684,0.263158,0.263158,0.421053,0.157895,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,7,2,1,1,0.333333,0.333333,0,0.333333,0,0.333333,18,5,3,4,0.5,0.166667,0.333333,0.333333,0.333333,0.333333,11,3,2,3,0.25,0.5,0.25,0.5,0,0.5,15,5,0,1,0.666667,0,0.333333,1,0,0
6,Blackburn,38,16,10,12,57,52,5,58,0.578947,0.210526,0.210526,0.263158,0.315789,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,6,2,0,2,0.333333,0,0.333333,0.333333,0,0.333333,18,5,3,4,0.833333,0.166667,0,0,0.333333,0.666667,12,3,3,2,0.5,0.25,0.25,0.25,0.5,0.25,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
7,Aston Villa,38,17,6,15,49,48,1,57,0.473684,0.157895,0.368421,0.421053,0.157895,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,1,0,6,2,0,4,0.333333,0,0.666667,0.333333,0,0.666667,4,1,1,2,0.333333,0,0.333333,0,0.333333,0.333333,20,6,2,4,0.5,0.333333,0.166667,0.5,0,0.5,13,4,1,3,0.5,0.25,0.25,0.5,0,0.5,10,3,1,2,0.333333,0,0.666667,0.666667,0.333333,0
8,West Ham,38,16,8,14,56,57,-1,56,0.684211,0.210526,0.105263,0.157895,0.210526,0.631579,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,7,2,1,3,0.666667,0.333333,0,0,0,1,9,3,0,3,1,0,0,0,0,1,11,3,2,5,0.333333,0.166667,0.333333,0.166667,0.166667,0.5,14,4,2,2,0.75,0.25,0,0.25,0.25,0.5,14,4,2,0,1,0,0,0.333333,0.666667,0
9,Derby,38,16,7,15,52,49,3,55,0.631579,0.157895,0.210526,0.210526,0.210526,0.578947,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,20,6,2,2,0.666667,0,0.166667,0.333333,0.333333,0.166667,17,5,2,1,0.75,0.25,0,0.5,0.25,0.25,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667
10,Leicester,38,13,14,11,51,41,10,53,0.315789,0.526316,0.157895,0.368421,0.210526,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,11,3,2,1,0.333333,0.666667,0,0.666667,0,0.333333,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333,13,3,4,3,0.166667,0.5,0.166667,0.333333,0.166667,0.333333,6,1,3,4,0.25,0.25,0.5,0,0.5,0.5,11,3,2,1,0.333333,0.666667,0,0.666667,0,0.333333
