Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Coventry,38,12,16,10,46,44,2,52,0.421053,0.473684,0.105263,0.210526,0.368421,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,7,2,1,3,0.666667,0.333333,0,0,0,1,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,13,3,4,3,0.333333,0.333333,0.166667,0.166667,0.333333,0.333333,14,3,5,0,0.5,0.5,0,0.25,0.75,0,11,3,2,1,0.333333,0.666667,0,0.666667,0,0.333333
12,Southampton,38,14,6,18,50,55,-5,48,0.526316,0.0526316,0.421053,0.210526,0.263158,0.526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,10,3,1,2,0.666667,0.333333,0,0.333333,0,0.666667,7,2,1,3,0.333333,0,0.666667,0.333333,0.333333,0.333333,13,4,1,5,0.5,0,0.333333,0.166667,0.166667,0.5,10,3,1,4,0.5,0,0.5,0.25,0.25,0.5,8,2,2,2,0.666667,0,0.333333,0,0.666667,0.333333
13,Newcastle,38,11,11,16,35,44,-9,44,0.421053,0.263158,0.315789,0.157895,0.315789,0.526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,8,2,2,2,0.333333,0.666667,0,0.333333,0,0.666667,11,2,5,3,0.166667,0.5,0.166667,0.166667,0.333333,0.333333,11,3,2,3,0.75,0,0.25,0,0.5,0.5,10,3,1,2,0.666667,0,0.333333,0.333333,0.333333,0.333333
14,Tottenham,38,11,11,16,44,56,-12,44,0.368421,0.421053,0.210526,0.210526,0.157895,0.631579,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,1,0,1,5,0,0.333333,0.666667,0,0,1,7,2,1,3,0.333333,0.333333,0.333333,0.333333,0,0.666667,12,3,3,6,0.5,0.5,0,0,0,1,11,3,2,1,0.25,0.5,0,0.5,0,0.25,11,3,2,1,0.666667,0,0.333333,0.333333,0.666667,0
15,Wimbledon,38,10,14,14,34,46,-12,44,0.263158,0.315789,0.421053,0.263158,0.421053,0.315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,11,3,2,1,0.666667,0,0.333333,0.333333,0.666667,0,19,5,4,3,0.333333,0.333333,0.333333,0.5,0.333333,0.166667,5,0,5,1,0,0.5,0.25,0,0.75,0,7,2,1,3,0.333333,0.333333,0.333333,0.333333,0,0.666667
16,Sheffield Weds,38,12,8,18,52,67,-15,44,0.473684,0.263158,0.263158,0.157895,0.157895,0.684211,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,15,4,3,5,0.5,0.333333,0.166667,0.166667,0.166667,0.666667,11,3,2,1,0.5,0.25,0,0.25,0.25,0.25,6,2,0,4,0.666667,0,0.333333,0,0,1
17,Everton,38,9,13,16,41,56,-15,40,0.368421,0.263158,0.368421,0.105263,0.421053,0.473684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,11,2,5,5,0.166667,0.5,0.333333,0.166667,0.333333,0.5,3,0,3,3,0,0.25,0.5,0,0.5,0.25,11,3,2,1,0.666667,0,0.333333,0.333333,0.666667,0
18,Bolton,38,9,13,16,41,61,-20,40,0.368421,0.421053,0.210526,0.105263,0.263158,0.631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667,6,2,0,4,0.333333,0,0.666667,0.333333,0,0.666667,14,3,5,4,0.333333,0.5,0.166667,0.166667,0.333333,0.5,9,2,3,3,0.5,0.5,0,0,0.25,0.75,5,1,2,1,0.333333,0.333333,0,0,0.333333,0.333333
19,Barnsley,38,10,5,23,37,82,-45,35,0.368421,0.210526,0.421053,0.157895,0.0526316,0.789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,1,0,5,0,0,1,0.333333,0,0.666667,4,1,1,4,0,0.333333,0.666667,0.333333,0,0.666667,10,3,1,8,0.5,0.166667,0.333333,0,0,1,8,2,2,4,0.5,0.5,0,0,0,1,10,3,1,0,0.666667,0,0,0.333333,0.333333,0
20,Crystal Palace,38,8,9,21,37,71,-34,33,0.105263,0.263158,0.631579,0.315789,0.210526,0.473684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,1,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,11,2,5,5,0.166667,0.333333,0.5,0.166667,0.5,0.333333,15,5,0,3,0.25,0,0.75,1,0,0,1,0,1,3,0,0.333333,0.333333,0,0,0.666667
