Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
1,Man United,42,27,11,4,80,38,42,92,0.736842,0.315789,0.0526316,0.684211,0.263158,0.157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1,0.333333,0.666667,0,0,0.666667,0.333333,13,4,1,1,0.666667,0.333333,0,0.666667,0,0.333333,34,10,4,2,0.625,0.25,0.125,0.625,0.25,0.125,22,7,1,0,0.75,0.25,0,1,0,0,16,5,1,0,1,0,0,0.666667,0.333333,0
2,Blackburn,42,25,9,8,63,36,27,84,0.736842,0.263158,0.105263,0.578947,0.210526,0.315789,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,1,0,5,1,2,1,0.333333,0.333333,0,0,0.333333,0.333333,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333,32,10,2,4,0.625,0.125,0.25,0.625,0.125,0.25,16,5,1,2,0.75,0.25,0,0.5,0,0.5,16,5,1,0,0.666667,0.333333,0,1,0,0
3,Newcastle,42,23,8,11,82,41,41,77,0.736842,0.210526,0.157895,0.473684,0.210526,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,4,1,1,2,0.333333,0.333333,0,0,0,0.666667,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333,34,11,1,4,0.625,0.125,0.25,0.75,0,0.25,13,4,1,3,0.75,0,0.25,0.25,0.25,0.5,13,4,1,1,1,0,0,0.333333,0.333333,0.333333
4,Arsenal,42,18,17,7,53,28,25,71,0.526316,0.421053,0.157895,0.421053,0.473684,0.210526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,7,2,1,1,0.666667,0,0,0,0.333333,0.333333,13,4,1,1,0.666667,0.333333,0,0.666667,0,0.333333,22,5,7,4,0.25,0.375,0.375,0.375,0.5,0.125,18,5,3,0,0.75,0.25,0,0.5,0.5,0,10,2,4,0,0.333333,0.666667,0,0.333333,0.666667,0
5,Leeds,42,18,16,8,65,39,26,70,0.684211,0.315789,0.105263,0.263158,0.526316,0.315789,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667,5,1,2,1,0.333333,0.333333,0,0,0.333333,0.333333,30,9,3,4,0.75,0.125,0.125,0.375,0.25,0.375,14,3,5,0,0.5,0.5,0,0.25,0.75,0,14,4,2,0,1,0,0,0.333333,0.666667,0
6,Wimbledon,42,18,11,13,56,53,3,65,0.631579,0.263158,0.210526,0.315789,0.315789,0.473684,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,7,2,1,1,0.666667,0,0,0,0.333333,0.333333,24,6,6,4,0.25,0.5,0.25,0.5,0.25,0.25,11,3,2,3,0.5,0.25,0.25,0.25,0.25,0.5,13,4,1,1,1,0,0,0.333333,0.333333,0.333333
7,Sheffield Weds,42,16,16,10,76,54,22,64,0.526316,0.368421,0.210526,0.315789,0.473684,0.315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,3,0,3,1,0,0.666667,0,0,0.333333,0.333333,28,7,7,2,0.625,0.375,0,0.25,0.5,0.25,20,6,2,0,0.75,0.25,0,0.75,0.25,0,12,3,3,0,0.666667,0.333333,0,0.333333,0.666667,0
8,Liverpool,42,17,9,16,59,55,4,60,0.631579,0.210526,0.263158,0.263158,0.263158,0.578947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667,23,7,2,5,0.625,0,0.25,0.25,0.25,0.375,16,5,1,2,1,0,0,0.25,0.25,0.5,11,3,2,1,0.333333,0.333333,0.333333,0.666667,0.333333,0
9,QPR,42,16,12,14,62,61,1,60,0.421053,0.368421,0.315789,0.421053,0.263158,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,9,2,3,1,0.333333,0.333333,0.333333,0.333333,0.666667,0,5,1,2,3,0.333333,0,0.666667,0,0.666667,0.333333,20,5,5,4,0.125,0.625,0.125,0.5,0,0.375,19,6,1,1,0.75,0.25,0,0.75,0,0.25,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667
10,Aston Villa,42,15,12,15,46,50,-4,57,0.421053,0.263158,0.421053,0.368421,0.368421,0.368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,1,0,5,0,0,1,0.333333,0,0.666667,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,27,7,6,1,0.625,0.25,0,0.25,0.5,0.125,8,2,2,4,0,0.5,0.5,0.5,0,0.5,13,4,1,1,0.666667,0,0.333333,0.666667,0.333333,0
