Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Middlesbrough,38,13,10,15,48,44,4,49,0.526316,0.368421,0.105263,0.157895,0.157895,0.684211,211,114,97,389,234,155,184,107,77,0.473008,0.457265,0.496774,3,1,0,1,1,0,0,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667,16,4,4,2,0.5,0.333333,0,0.166667,0.333333,0.333333,8,2,2,4,0.25,0.5,0.25,0.25,0,0.75,10,3,1,2,0.666667,0.333333,0,0.333333,0,0.666667
12,Charlton,38,14,7,17,45,56,-11,49,0.421053,0.157895,0.421053,0.315789,0.210526,0.473684,201,99,102,358,210,148,205,121,84,0.572626,0.57619,0.567568,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,9,3,0,3,1,0,0,0,0,1,14,3,5,2,0.333333,0.166667,0.333333,0.166667,0.666667,0,10,3,1,4,0.25,0.25,0.5,0.5,0,0.5,16,5,1,0,0.666667,0.333333,0,1,0,0
13,Birmingham,38,13,9,16,41,49,-8,48,0.421053,0.263158,0.315789,0.263158,0.210526,0.526316,183,98,85,339,185,154,169,101,68,0.498525,0.545946,0.441558,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,7,1,4,1,0.333333,0.333333,0.333333,0,1,0,11,3,2,5,0.333333,0.333333,0.166667,0.166667,0,0.666667,16,5,1,2,0.75,0.25,0,0.5,0,0.5,14,4,2,0,0.666667,0.333333,0,0.666667,0.333333,0
14,Fulham,38,13,9,16,41,50,-9,48,0.578947,0.157895,0.263158,0.105263,0.315789,0.578947,203,111,92,364,205,159,182,101,81,0.5,0.492683,0.509434,1,0,1,1,0,1,0,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,6,2,0,4,0.666667,0,0.333333,0,0,1,16,4,4,4,0.5,0.166667,0.333333,0.166667,0.5,0.333333,10,3,1,2,0.75,0,0,0,0.25,0.5,10,3,1,2,0.666667,0,0.333333,0.333333,0.333333,0.333333
15,Leeds,38,14,5,19,58,57,1,47,0.368421,0.157895,0.473684,0.368421,0.105263,0.526316,179,107,72,413,249,164,210,111,99,0.508475,0.445783,0.603659,3,1,0,1,1,0,0,0,0,1,9,3,0,3,0.333333,0,0.666667,0.666667,0,0.333333,0,0,0,6,0,0,1,0,0,1,12,3,3,6,0.333333,0.333333,0.333333,0.166667,0.166667,0.666667,10,3,1,2,0.5,0,0.25,0.25,0.25,0.25,13,4,1,1,0.333333,0.333333,0.333333,1,0,0
16,Aston Villa,38,12,9,17,42,47,-5,45,0.578947,0.105263,0.315789,0.0526316,0.368421,0.578947,240,132,108,482,263,219,233,130,103,0.483402,0.494297,0.47032,1,0,1,1,0,0,1,0,1,0,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,8,2,2,2,0.666667,0,0.333333,0,0.666667,0.333333,13,4,1,7,0.5,0,0.5,0.166667,0.166667,0.666667,7,2,1,3,0.5,0.25,0,0,0,0.75,11,3,2,1,1,0,0,0,0.666667,0.333333
17,Bolton,38,10,14,14,41,51,-10,44,0.368421,0.421053,0.210526,0.157895,0.315789,0.526316,196,119,77,423,265,158,211,138,73,0.498818,0.520755,0.462025,4,1,1,0,0,1,0,1,0,0,5,1,2,3,0.333333,0.666667,0,0,0,1,3,0,3,3,0,0.333333,0.666667,0,0.666667,0.333333,15,4,3,5,0.666667,0.166667,0.166667,0,0.333333,0.666667,7,2,1,3,0.25,0.25,0.25,0.25,0,0.5,10,2,4,0,0.333333,0.666667,0,0.333333,0.666667,0
18,West Ham,38,10,12,16,42,59,-17,42,0.263158,0.368421,0.368421,0.263158,0.263158,0.473684,210,128,82,394,208,186,193,111,82,0.489848,0.533654,0.44086,1,0,1,1,0,1,0,0,0,1,8,2,2,2,0.333333,0.666667,0,0.333333,0,0.666667,5,1,2,3,0.333333,0,0.666667,0,0.666667,0.333333,13,3,4,5,0.333333,0.166667,0.5,0.166667,0.5,0.333333,6,1,3,4,0,0.75,0.25,0.25,0,0.75,9,3,0,1,0.333333,0,0.333333,0.666667,0,0
19,West Brom,38,6,8,24,29,65,-36,26,0.157895,0.263158,0.578947,0.157895,0.157895,0.684211,174,98,76,375,195,180,187,98,89,0.498667,0.502564,0.494444,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,10,3,1,8,0.333333,0.166667,0.5,0.166667,0,0.833333,7,1,4,3,0.25,0.5,0.25,0,0.5,0.5,7,2,1,1,0,0.333333,0.333333,0.666667,0,0
20,Sunderland,38,4,7,27,21,65,-44,19,0.157895,0.105263,0.736842,0.0526316,0.263158,0.684211,216,130,86,324,200,124,163,95,68,0.503086,0.475,0.548387,1,0,1,1,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,1,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,4,1,1,10,0.166667,0,0.833333,0,0.166667,0.833333,7,2,1,5,0.25,0,0.75,0.25,0.25,0.5,1,0,1,3,0,0,0.666667,0,0.333333,0.333333
