Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
1,Man City,38,32,2,4,95,23,72,98,0.947368,0,0.0526316,0.736842,0.105263,0.157895,287,143,144,683,386,297,260,148,112,0.380673,0.38342,0.377104,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,0,0,0.333333,0.333333,0.333333,16,5,1,0,1,0,0,0.666667,0.333333,0,27,9,0,3,0.833333,0,0.166667,0.666667,0,0.333333,24,8,0,0,1,0,0,1,0,0,18,6,0,0,1,0,0,1,0,0
2,Liverpool,38,30,7,1,89,22,67,97,0.894737,0.105263,0,0.684211,0.263158,0.0526316,249,133,116,574,335,239,226,126,100,0.393728,0.376119,0.41841,1,0,1,1,0,1,0,0,0,1,10,3,1,0,0.666667,0,0,0.333333,0.333333,0,14,4,2,0,1,0,0,0.333333,0.666667,0,30,9,3,0,0.833333,0.166667,0,0.666667,0.333333,0,24,8,0,0,1,0,0,1,0,0,18,6,0,0,1,0,0,1,0,0
3,Chelsea,38,21,9,8,63,39,24,72,0.631579,0.315789,0.0526316,0.473684,0.157895,0.368421,215,120,95,606,325,281,198,118,80,0.326733,0.363077,0.284698,3,1,0,1,1,0,0,0,0,1,4,1,1,2,0.333333,0.333333,0,0,0,0.666667,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667,24,7,3,2,0.666667,0.166667,0.166667,0.5,0.333333,0.166667,17,5,2,1,0.5,0.5,0,0.75,0,0.25,18,6,0,0,1,0,0,1,0,0
4,Tottenham,38,23,2,13,67,39,28,71,0.631579,0.105263,0.263158,0.578947,0,0.421053,194,102,92,536,308,228,189,105,84,0.352612,0.340909,0.368421,0,0,0,2,0,0,1,0,0,1,3,1,0,3,0.333333,0,0.333333,0,0,0.666667,7,2,1,3,0,0.333333,0.666667,0.666667,0,0.333333,28,9,1,2,0.666667,0.166667,0.166667,0.833333,0,0.166667,15,5,0,3,1,0,0,0.25,0,0.75,18,6,0,0,1,0,0,1,0,0
5,Arsenal,38,21,7,10,73,51,22,70,0.736842,0.157895,0.105263,0.368421,0.210526,0.421053,212,128,84,466,256,210,170,96,74,0.364807,0.375,0.352381,0,0,0,2,0,0,1,0,0,1,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667,5,1,2,1,0.333333,0.333333,0,0,0.333333,0.333333,22,7,1,4,0.833333,0,0.166667,0.333333,0.166667,0.5,17,5,2,1,0.75,0.25,0,0.5,0.25,0.25,18,6,0,0,1,0,0,1,0,0
6,Man United,38,19,9,10,65,54,11,66,0.526316,0.315789,0.157895,0.473684,0.157895,0.368421,200,116,84,526,284,242,225,126,99,0.427757,0.443662,0.409091,0,0,0,2,0,0,1,0,0,1,6,1,3,2,0,0.666667,0.333333,0.333333,0.333333,0.333333,2,0,2,2,0,0.666667,0,0,0,0.666667,28,9,1,2,0.833333,0.166667,0,0.666667,0,0.333333,17,5,2,1,0.75,0.25,0,0.5,0.25,0.25,13,4,1,1,0.666667,0,0.333333,0.666667,0.333333,0
7,Wolves,38,16,9,13,47,46,1,57,0.526316,0.210526,0.263158,0.315789,0.263158,0.421053,195,109,86,474,267,207,151,85,66,0.318565,0.318352,0.318841,1,0,1,1,0,1,0,0,0,1,7,2,1,3,0.333333,0,0.666667,0.333333,0.333333,0.333333,8,2,2,0,0.666667,0,0,0,0.666667,0,23,7,2,3,0.333333,0.333333,0.333333,0.833333,0,0.166667,11,3,2,3,0.75,0.25,0,0,0.25,0.75,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667
8,Everton,38,15,9,14,54,46,8,54,0.526316,0.210526,0.263158,0.263158,0.263158,0.473684,215,119,96,495,279,216,169,85,84,0.341414,0.304659,0.388889,0,0,0,2,0,0,1,0,0,1,6,1,3,2,0.333333,0.333333,0.333333,0,0.666667,0.333333,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,12,3,3,4,0.166667,0.333333,0.333333,0.333333,0.166667,0.333333,16,5,1,2,1,0,0,0.25,0.25,0.5,13,4,1,1,0.666667,0.333333,0,0.666667,0,0.333333
9,Leicester,38,15,7,16,51,48,3,52,0.421053,0.157895,0.421053,0.368421,0.210526,0.421053,210,108,102,515,298,217,184,99,85,0.357282,0.332215,0.391705,3,1,0,1,1,0,0,0,0,1,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,6,2,0,4,0.666667,0,0.333333,0,0,1,11,3,2,5,0.166667,0.166667,0.5,0.333333,0.166667,0.333333,14,4,2,2,0.5,0.25,0.25,0.5,0.25,0.25,13,4,1,1,0.666667,0,0.333333,0.666667,0.333333,0
10,West Ham,38,15,7,16,52,55,-3,52,0.473684,0.210526,0.315789,0.315789,0.157895,0.526316,187,108,79,441,245,196,157,88,69,0.356009,0.359184,0.352041,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0,0.666667,0.333333,0.333333,0,0.666667,6,2,0,4,0.666667,0,0.333333,0,0,1,18,5,3,2,0.333333,0.166667,0.333333,0.5,0.333333,0,10,3,1,4,0.5,0.25,0.25,0.25,0,0.75,13,4,1,1,1,0,0,0.333333,0.333333,0.333333
