Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
1,Man United,38,22,13,3,80,37,43,79,0.736842,0.210526,0.0526316,0.421053,0.473684,0.105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1,0.333333,0.666667,0,0,0.666667,0.333333,12,3,3,0,1,0,0,0,1,0,22,6,4,2,0.5,0.333333,0.166667,0.5,0.333333,0.166667,22,7,1,0,1,0,0,0.75,0.25,0,16,5,1,0,1,0,0,0.666667,0.333333,0
2,Arsenal,38,22,12,4,59,17,42,78,0.736842,0.263158,0,0.421053,0.368421,0.210526,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,1,0,7,2,1,1,0.666667,0,0,0,0.333333,0.333333,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333,23,6,5,1,0.666667,0.333333,0,0.333333,0.5,0.166667,17,5,2,1,0.75,0.25,0,0.5,0.25,0.25,16,5,1,0,0.666667,0.333333,0,1,0,0
3,Chelsea,38,20,15,3,57,30,27,75,0.631579,0.315789,0.0526316,0.421053,0.473684,0.105263,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,5,1,2,1,0.333333,0.333333,0,0,0.333333,0.333333,11,3,2,1,0.666667,0,0.333333,0.333333,0.666667,0,22,5,7,0,0.5,0.5,0,0.333333,0.666667,0,19,6,1,1,1,0,0,0.5,0.25,0.25,16,5,1,0,0.666667,0.333333,0,1,0,0
4,Leeds,38,18,13,7,62,34,28,67,0.631579,0.263158,0.105263,0.315789,0.421053,0.263158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,4,1,1,2,0.333333,0.333333,0,0,0,0.666667,14,4,2,0,0.333333,0.666667,0,1,0,0,24,7,3,2,0.666667,0,0.333333,0.5,0.5,0,13,3,4,1,0.75,0.25,0,0,0.75,0.25,11,3,2,1,1,0,0,0,0.666667,0.333333
5,West Ham,38,16,9,13,46,53,-7,57,0.578947,0.157895,0.263158,0.263158,0.315789,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,4,1,1,4,0,0.333333,0.666667,0.333333,0,0.666667,6,1,3,0,0.333333,0.333333,0,0,0.666667,0,28,9,1,2,0.833333,0,0.166667,0.666667,0.166667,0.166667,11,3,2,3,0.75,0,0.25,0,0.5,0.5,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667
6,Aston Villa,38,15,10,13,51,46,5,55,0.526316,0.157895,0.315789,0.263158,0.368421,0.368421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,5,1,2,1,0,0.333333,0.333333,0.333333,0.333333,0,21,6,3,3,0.833333,0.166667,0,0.166667,0.333333,0.5,17,5,2,1,0.75,0,0.25,0.5,0.5,0,7,2,1,3,0.333333,0,0.666667,0.333333,0.333333,0.333333
7,Liverpool,38,15,9,14,68,49,19,54,0.526316,0.263158,0.210526,0.263158,0.210526,0.526316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,4,0,4,2,0,0.666667,0.333333,0,0.666667,0.333333,4,1,1,2,0,0.333333,0.333333,0.333333,0,0.333333,18,6,0,6,0.666667,0,0.333333,0.333333,0,0.666667,16,5,1,2,1,0,0,0.25,0.25,0.5,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
8,Derby,38,13,13,12,40,45,-5,52,0.421053,0.368421,0.210526,0.263158,0.315789,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,3,0,3,3,0,1,0,0,0,1,9,3,0,3,0.666667,0,0.333333,0.333333,0,0.666667,17,5,2,3,0.5,0,0.333333,0.333333,0.333333,0.166667,11,2,5,1,0.25,0.75,0,0.25,0.5,0.25,11,3,2,1,0.666667,0,0.333333,0.333333,0.666667,0
9,Middlesbrough,38,12,15,11,48,54,-6,51,0.368421,0.473684,0.157895,0.263158,0.315789,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,3,0,3,3,0,0.666667,0.333333,0,0.333333,0.666667,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,14,3,5,2,0.166667,0.666667,0,0.333333,0.166667,0.333333,15,4,3,1,0.75,0.25,0,0.25,0.5,0.25,12,3,3,0,0.666667,0.333333,0,0.333333,0.666667,0
10,Leicester,38,12,13,13,40,46,-6,49,0.368421,0.315789,0.315789,0.263158,0.368421,0.368421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,9,2,3,1,0.333333,0.666667,0,0.333333,0.333333,0.333333,13,4,1,5,0.333333,0,0.5,0.333333,0.166667,0.333333,15,4,3,1,0.75,0.25,0,0.25,0.5,0.25,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667
