Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Tottenham,38,11,14,13,47,50,-3,47,0.368421,0.368421,0.263158,0.210526,0.368421,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,3,0,3,3,0,0.666667,0.333333,0,0.333333,0.666667,6,2,0,4,0.666667,0,0.333333,0,0,1,10,2,4,4,0.166667,0.166667,0.5,0.166667,0.5,0.166667,13,3,4,1,0.5,0.5,0,0.25,0.5,0.25,14,4,2,0,0.666667,0.333333,0,0.666667,0.333333,0
12,Sheffield Weds,38,13,7,18,41,42,-1,46,0.368421,0.263158,0.368421,0.315789,0.105263,0.578947,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,6,2,0,4,0.333333,0,0.666667,0.333333,0,0.666667,12,3,3,4,0.166667,0.333333,0.333333,0.333333,0.166667,0.333333,5,1,2,5,0,0.5,0.5,0.25,0,0.75,15,5,0,1,1,0,0,0.666667,0,0.333333
13,Newcastle,38,11,13,14,48,54,-6,46,0.368421,0.315789,0.315789,0.210526,0.368421,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,3,1,0,5,0.333333,0,0.666667,0,0,1,14,3,5,2,0.333333,0.5,0,0.166667,0.333333,0.333333,13,4,1,3,0.75,0,0.25,0.25,0.25,0.5,10,2,4,0,0.333333,0.666667,0,0.333333,0.666667,0
14,Everton,38,11,10,17,42,47,-5,43,0.315789,0.421053,0.263158,0.263158,0.105263,0.631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.666667,0.333333,0,0,1,5,1,2,3,0.333333,0.666667,0,0,0,1,13,3,4,5,0.333333,0.333333,0.333333,0.166667,0.333333,0.5,10,3,1,2,0.5,0.25,0,0.25,0,0.5,13,4,1,1,0.333333,0.333333,0.333333,1,0,0
15,Coventry,38,11,9,18,39,51,-12,42,0.421053,0.315789,0.263158,0.157895,0.157895,0.684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,7,2,1,3,0.333333,0.333333,0.333333,0.333333,0,0.666667,11,2,5,5,0.166667,0.5,0.333333,0.166667,0.333333,0.5,9,3,0,3,0.75,0,0,0,0,0.75,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
16,Wimbledon,38,10,12,16,40,63,-23,42,0.368421,0.368421,0.263158,0.157895,0.263158,0.578947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,8,2,2,2,0.333333,0.666667,0,0.333333,0,0.666667,17,4,5,3,0.5,0.333333,0.166667,0.166667,0.5,0.333333,4,1,1,4,0.25,0,0.5,0,0.25,0.5,7,2,1,3,0.333333,0.333333,0.333333,0.333333,0,0.666667
17,Southampton,38,11,8,19,37,64,-27,41,0.473684,0.210526,0.315789,0.105263,0.210526,0.684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,3,1,0,5,0.333333,0,0.666667,0,0,1,13,3,4,5,0.5,0.333333,0.166667,0,0.333333,0.666667,12,4,0,2,0.75,0,0,0.25,0,0.5,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
18,Charlton,38,8,12,18,41,56,-15,36,0.210526,0.368421,0.421053,0.210526,0.263158,0.526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,13,4,1,1,0.666667,0,0.333333,0.666667,0.333333,0,9,1,6,5,0,0.5,0.5,0.166667,0.5,0.333333,7,2,1,5,0.5,0.25,0.25,0,0,1,5,1,2,1,0,0.666667,0,0.333333,0,0.333333
19,Blackburn,38,7,14,17,38,52,-14,35,0.315789,0.263158,0.421053,0.0526316,0.473684,0.473684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,9,3,0,3,0.666667,0,0.333333,0.333333,0,0.666667,9,1,6,5,0.166667,0.666667,0.166667,0,0.333333,0.666667,7,1,4,3,0.25,0,0.75,0,1,0,5,1,2,1,0.333333,0,0.333333,0,0.666667,0
20,Nott'm Forest,38,7,9,22,35,69,-34,30,0.157895,0.368421,0.473684,0.210526,0.105263,0.684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,3,0,3,3,0,1,0,0,0,1,8,2,2,8,0.333333,0.166667,0.5,0,0.166667,0.833333,13,4,1,3,0.25,0.25,0.5,0.75,0,0.25,5,1,2,1,0,0.333333,0.333333,0.333333,0.333333,0
