Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,Aston Villa,38,11,17,10,43,41,2,50,0.368421,0.421053,0.210526,0.210526,0.473684,0.315789,213,117,96,404,222,182,211,109,102,0.522277,0.490991,0.56044,0,0,0,2,0,0,1,0,0,1,4,0,4,2,0,0.666667,0.333333,0,0.666667,0.333333,6,1,3,2,0,0.666667,0.333333,0.333333,0.333333,0.333333,18,5,3,2,0.5,0.333333,0,0.333333,0.166667,0.333333,11,2,5,1,0.25,0.5,0.25,0.25,0.75,0,11,3,2,1,1,0,0,0,0.666667,0.333333
12,Middlesbrough,38,12,10,16,44,49,-5,46,0.526316,0.157895,0.315789,0.105263,0.368421,0.526316,188,126,62,384,243,141,192,122,70,0.5,0.502058,0.496454,1,0,1,1,0,0,1,0,1,0,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667,8,2,2,2,0.666667,0,0.333333,0,0.666667,0.333333,9,2,3,5,0.333333,0,0.5,0,0.5,0.333333,10,3,1,4,0.5,0.25,0.25,0.25,0,0.75,12,4,0,2,1,0,0,0.333333,0,0.666667
13,Newcastle,38,11,10,17,38,47,-9,43,0.368421,0.368421,0.263158,0.210526,0.157895,0.631579,194,102,92,405,232,173,211,126,85,0.520988,0.543103,0.491329,1,0,1,1,0,1,0,0,0,1,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667,7,2,1,3,0.333333,0.333333,0.333333,0.333333,0,0.666667,13,4,1,5,0.5,0.166667,0.166667,0.166667,0,0.666667,8,2,2,4,0.25,0.25,0.5,0.25,0.25,0.5,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
14,Man City,38,11,9,18,29,44,-15,42,0.263158,0.315789,0.421053,0.315789,0.157895,0.526316,195,117,78,394,210,184,203,104,99,0.515228,0.495238,0.538043,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,5,1,2,3,0.333333,0,0.666667,0,0.666667,0.333333,14,4,2,6,0.166667,0.333333,0.5,0.5,0,0.5,12,4,0,2,0.5,0,0.25,0.5,0,0.25,7,1,4,1,0,1,0,0.333333,0.333333,0.333333
15,West Ham,38,12,5,21,35,59,-24,41,0.421053,0.105263,0.473684,0.210526,0.157895,0.631579,197,112,85,397,232,165,201,119,82,0.506297,0.512931,0.49697,6,2,0,0,1,0,0,1,0,0,6,2,0,4,0.333333,0,0.666667,0.333333,0,0.666667,6,2,0,4,0.666667,0,0.333333,0,0,1,11,3,2,7,0.333333,0.166667,0.5,0.166667,0.166667,0.666667,5,1,2,3,0,0.25,0.5,0.25,0.25,0.25,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667
16,Fulham,38,8,15,15,38,60,-22,39,0.368421,0.368421,0.263158,0.0526316,0.421053,0.526316,175,95,80,367,207,160,179,101,78,0.487738,0.487923,0.4875,0,0,0,2,0,0,1,0,0,1,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,6,1,3,2,0.333333,0.666667,0,0,0.333333,0.666667,14,3,5,4,0.333333,0.5,0.166667,0.166667,0.333333,0.5,3,0,3,3,0,0.25,0.5,0,0.5,0.25,9,2,3,1,0.666667,0.333333,0,0,0.666667,0.333333
17,Wigan,38,10,8,20,37,59,-22,38,0.263158,0.210526,0.526316,0.263158,0.210526,0.526316,177,98,79,418,238,180,205,110,95,0.490431,0.462185,0.527778,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,5,1,2,3,0,0.333333,0.666667,0.333333,0.333333,0.333333,12,3,3,6,0.5,0.166667,0.333333,0,0.333333,0.666667,13,4,1,1,0.25,0.25,0.25,0.75,0,0,8,2,2,2,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
18,Sheffield United,38,10,8,20,32,55,-23,38,0.368421,0.315789,0.315789,0.157895,0.105263,0.736842,180,121,59,402,226,176,202,122,80,0.502488,0.539823,0.454545,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0.333333,0.333333,0,0,1,5,1,2,3,0.333333,0.666667,0,0,0,1,9,2,3,7,0.166667,0.5,0.333333,0.166667,0,0.833333,10,3,1,4,0.5,0,0.5,0.25,0.25,0.5,10,3,1,0,0.666667,0,0,0.333333,0.333333,0
19,Charlton,38,8,10,20,34,60,-26,34,0.368421,0.263158,0.368421,0.0526316,0.263158,0.684211,180,108,72,351,216,135,168,107,61,0.478632,0.49537,0.451852,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,5,1,2,3,0.333333,0.333333,0.333333,0,0.333333,0.666667,14,4,2,6,0.5,0.166667,0.333333,0.166667,0.166667,0.666667,11,3,2,3,0.75,0.25,0,0,0.25,0.75,3,0,3,1,0,0.666667,0,0,0.333333,0.333333
20,Watford,38,5,13,20,29,59,-30,28,0.157895,0.473684,0.368421,0.105263,0.210526,0.684211,211,113,98,344,193,151,172,94,78,0.5,0.487047,0.516556,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,1,0,1,5,0,0.333333,0.666667,0,0,1,15,4,3,5,0.5,0.5,0,0.166667,0,0.833333,10,1,7,0,0,1,0,0.25,0.75,0,2,0,2,2,0,0.333333,0.333333,0,0.333333,0.333333
